INSEE_C;taux_vacance_25_pct;taux_vacance_long_25_pct
10122;;
10123;8.51;5.85
10126;15.28;
10128;;
10129;;
10134;;
10135;;
10137;40.74;
10140;20.07;14.56
10141;20.23;14.98
10142;9.1;5.87
10143;14.07;
10147;;
10148;14.56;
10151;8.47;5.03
10154;;
10160;;
10164;8.15;
10165;8.65;
10169;8.76;
10173;;
10177;;
10191;4.3;
10193;14.97;
10198;;
10202;26.67;17.5
10203;13.95;
10206;;
10209;5.52;3.68
10216;11.18;6.02
10220;9.82;6.89
10223;12.64;
10224;8.24;5.04
10233;8.09;4.32
10234;;
10238;11.79;
10239;4.62;
10240;6.1;
10248;9.95;
10252;;
10257;;
10258;7.53;
10261;24.27;18.42
10264;22.09;
10265;4.8;2.46
10266;;
10268;13.68;8.12
10271;7.25;
10273;;
10274;11.18;
10275;9.09;
10280;6.71;3.12
10282;7.77;4.73
10287;8.2;6.19
10289;10.32;7.31
10291;;
10295;8.47;
10297;5.36;3.22
10298;9.23;6.08
10307;;
10309;15.49;
10312;17.31;
10313;16.08;
10314;9.9;
10317;20.69;16.3
10321;2.8;1.1
10323;12.65;6.86
10324;;
10325;3.6;0.99
10329;7.66;
10332;;
10333;6.48;3.26
10334;10.57;
10335;17.36;
10338;;
10340;4.19;2.83
10343;5.37;2.52
10344;4.5;
10345;7.94;
10349;4.12;2.58
10351;11.64;
10352;4.14;
10353;4.39;
10357;5.02;2.7
10358;7.45;4.97
10359;10.76;
10360;2.78;
10362;9.38;4.99
10366;;
10367;8.01;
10369;26.36;
10372;6.78;
10380;;
10381;4.41;
10382;9.84;5.82
10386;17.59;
10387;14.09;7.89
10395;15.52;
10399;6.45;
10401;13.82;9.97
10402;;
10404;12.87;
10405;;
10406;3.74;2.05
10410;;
10414;17.33;
10419;5.44;
10420;11.24;7.11
10423;10.55;
10426;11.66;7.98
10430;;
10432;;
10434;0.0;0.0
10435;;
10437;12.59;
10439;12.5;
10441;9.29;
10443;0.0;0.0
11002;;
11005;6.8;
11008;15.14;10.18
11009;9.91;5.75
11010;13.95;8.37
11012;7.14;4.27
11013;5.73;
11014;7.25;4.5
11015;10.56;
11018;9.44;6.66
11021;20.0;13.76
11022;12.22;8.73
11023;10.16;6.95
11024;9.84;6.51
11027;9.97;6.3
11028;10.02;7.06
11033;11.0;7.96
11034;9.22;6.5
11036;11.16;
11037;5.98;2.76
11038;13.19;
11040;11.06;7.98
11041;7.48;4.29
11049;7.42;4.23
11057;0.0;0.0
11063;9.38;6.17
11064;12.12;6.06
11067;10.75;6.57
11068;9.88;6.06
11069;10.38;6.06
11075;;
11076;13.5;8.39
11081;11.53;7.1
11084;8.03;5.5
11085;6.72;4.15
11086;6.52;3.87
11091;17.27;12.56
11099;8.76;5.02
11102;9.43;
11103;12.36;7.97
11106;7.31;3.78
11108;;
11114;;
11115;8.98;5.51
11116;8.57;5.31
11119;11.23;
11120;5.58;
11124;13.24;8.55
11126;12.77;
11127;6.22;
11129;9.95;5.36
11130;13.41;
11131;8.95;6.11
11132;10.67;7.56
11135;;
11136;9.68;4.96
11138;6.69;
11140;7.85;5.19
11144;9.39;4.87
11145;4.02;2.32
11146;13.45;
11149;;
11151;11.03;
11164;8.32;4.97
11170;4.17;2.05
11172;9.32;5.08
11178;7.35;3.67
11185;9.74;5.41
11188;10.52;6.85
11189;11.54;
11192;12.33;7.85
11194;15.38;
11196;15.91;
11197;6.65;
11198;13.26;8.65
11199;4.15;2.35
11201;7.89;4.55
11202;4.46;2.28
11203;10.72;6.33
11206;11.96;7.4
11210;9.36;7.06
11215;3.78;
11217;7.29;5.36
11220;12.18;8.05
11222;18.5;12.0
11225;9.01;5.58
11226;;
11232;;
11245;;
11250;;
11251;14.93;9.73
11253;11.83;7.25
11254;10.3;7.13
11255;6.88;5.19
11257;8.4;
11259;5.34;
11260;12.96;
11261;12.56;7.85
11262;8.55;4.64
11266;7.06;4.31
11267;9.96;6.28
11269;10.58;7.17
11272;2.97;1.32
11276;13.33;9.33
11279;6.05;3.26
11280;8.54;4.27
11281;8.12;4.06
11284;7.39;
11285;8.68;5.6
11286;11.36;7.95
11288;6.48;4.27
11291;;
11293;5.59;
11295;9.46;6.39
11299;10.51;5.4
11301;10.19;4.8
11302;9.62;4.81
11304;13.1;8.12
11310;18.53;11.54
11313;;
11315;11.79;7.86
11325;9.41;
11330;5.68;
11336;12.72;8.96
11344;11.69;7.71
11353;6.51;4.03
11354;;0.0
11360;4.73;3.06
11361;10.08;6.72
11364;;
11365;;
11366;9.89;6.87
11367;15.28;9.68
11369;6.71;4.22
11370;5.94;3.66
11371;10.4;7.8
11372;14.17;8.5
11379;7.59;4.23
11386;20.24;10.88
11393;17.74;11.83
11396;11.71;7.96
11397;8.21;4.92
11398;6.25;
11401;11.18;7.45
11404;6.97;4.49
11405;7.38;
11407;16.0;
11408;7.81;
11416;7.91;
11418;10.62;6.81
11421;9.56;5.46
11425;6.88;4.78
11426;6.31;3.75
11429;4.44;1.98
11430;5.19;2.59
11433;9.83;6.95
11434;15.3;11.05
11436;13.61;9.47
11441;5.38;2.88
12003;19.63;14.49
12004;11.25;
12006;14.18;
12008;10.49;7.59
12011;8.5;5.43
12012;10.78;
12013;19.52;14.69
12018;9.27;
12021;11.56;8.97
12024;13.64;
12025;12.29;8.81
12026;10.54;7.91
12028;13.13;7.16
12029;15.3;9.29
12032;8.82;
12033;7.82;4.98
12035;21.43;
12036;12.62;9.87
12037;13.51;10.7
12039;13.25;9.09
12043;6.54;4.54
12044;14.01;11.5
12046;12.04;5.88
12047;15.0;10.56
12048;8.9;5.21
12051;11.84;
12052;10.89;6.43
12056;7.15;4.67
12057;13.02;9.21
12061;9.58;5.57
12063;10.83;5.92
12065;14.53;10.59
12068;13.76;9.93
12073;7.81;
12077;17.68;14.95
12080;13.02;
12083;19.75;13.21
12084;6.05;3.49
12089;17.04;11.69
12090;6.48;4.53
12091;12.24;
12094;14.76;10.84
12095;23.46;
12096;12.68;8.08
12098;18.39;11.44
12100;11.89;7.92
12101;7.48;5.48
12102;8.82;5.14
12103;9.81;
12105;8.7;5.94
12110;11.6;
12111;13.66;9.01
12115;5.7;
12118;10.12;
12119;14.49;9.55
12120;9.4;6.64
12127;12.93;9.47
12130;13.33;8.75
12133;5.69;3.11
12134;13.04;
12135;8.77;
12137;5.46;
12138;14.2;9.47
12140;10.02;7.24
12141;14.53;
12145;10.1;6.22
12146;5.43;2.24
12147;19.23;12.09
12148;11.4;7.3
12151;12.72;
12155;12.54;8.45
12156;14.75;
12157;6.74;4.0
12162;9.4;6.43
12164;23.29;16.62
12167;15.09;8.85
12169;12.67;9.03
12170;8.45;
12172;11.29;8.71
12174;5.36;2.89
12176;4.85;2.79
12177;12.07;8.79
12185;10.72;8.47
12194;9.43;
12197;14.93;10.85
12198;11.58;8.52
12199;10.14;5.48
12200;8.16;5.91
12202;9.66;3.98
12203;51.13;48.49
12206;7.69;
12208;12.35;7.98
12209;16.56;11.59
12210;8.31;
12213;9.11;6.16
12214;12.48;9.4
12216;10.0;6.67
12218;12.14;8.35
12219;13.51;9.61
12220;6.76;
12223;14.44;10.12
12224;14.5;10.19
12225;6.09;3.05
12226;10.74;
12231;14.04;11.04
12234;8.1;
12237;13.49;10.69
12238;11.3;
12241;4.62;3.0
12242;11.45;
12243;10.22;6.02
12244;9.82;6.6
12246;16.3;13.26
12248;27.27;13.54
12251;15.55;
12253;13.73;9.92
12254;7.22;5.02
12258;12.55;8.06
12262;12.02;8.89
12264;5.69;3.32
12265;12.88;
12266;17.16;
12268;15.05;11.73
12270;12.36;9.03
12276;8.47;
12282;15.57;10.73
12283;14.56;10.36
12284;13.43;7.76
12286;10.81;6.26
12287;13.86;10.23
12288;8.43;5.96
12294;12.14;
12296;11.52;9.05
12298;12.91;8.71
12299;12.99;9.42
12300;16.95;11.96
12301;10.28;6.11
12305;16.17;12.35
13001;6.97;3.07
13002;4.65;2.26
13003;7.27;4.0
13004;9.02;4.92
13005;6.55;3.37
13006;7.73;3.69
13007;6.22;3.79
13010;7.55;4.36
13011;12.4;7.01
13013;4.68;
13014;5.01;2.63
13015;3.06;1.65
13016;3.67;2.44
13017;5.17;2.64
13018;7.39;3.91
13019;4.56;2.86
13020;5.49;3.24
13021;4.95;2.07
13022;7.68;4.53
13023;6.36;3.65
13024;6.48;3.68
13025;2.99;1.59
13026;3.84;1.84
13027;7.49;3.83
13028;6.92;3.64
13030;6.83;4.7
13031;4.62;2.46
13032;4.76;2.12
13033;4.16;2.27
13034;10.64;7.25
13035;6.12;3.64
13036;6.18;3.36
13037;4.34;2.18
13038;8.02;4.84
13039;3.44;1.52
13040;4.77;2.71
13041;5.14;2.29
13042;5.8;2.83
13043;2.93;1.03
13044;6.07;3.6
13045;4.95;2.5
13046;4.46;2.18
13047;4.6;2.01
13048;6.65;4.63
13049;5.2;2.65
13050;5.34;2.75
13051;4.53;2.44
13052;6.3;4.34
13053;6.27;3.01
13054;4.41;2.2
13056;5.41;1.89
13057;7.39;
13058;6.72;4.35
13059;7.39;5.08
13060;4.79;2.19
13062;2.98;1.65
13063;4.46;2.02
13064;6.09;3.01
13065;7.55;4.56
13066;6.97;4.07
13067;8.23;5.37
13068;3.42;1.64
13069;5.69;2.43
13070;6.45;3.93
13071;3.9;1.97
13072;5.31;3.38
13073;3.87;2.56
13074;5.33;3.03
13075;4.32;2.11
13076;6.42;4.34
13077;5.39;2.62
13078;10.93;7.03
13079;9.42;5.7
13080;4.89;2.61
13081;3.83;1.75
13082;6.96;4.14
13083;4.59;2.37
13084;5.86;2.9
13085;5.06;2.84
13086;6.31;3.73
13087;4.63;2.09
13088;4.8;2.44
13089;7.81;4.79
13091;5.97;3.56
13092;5.65;2.66
13094;6.38;4.37
13096;8.09;5.17
13097;5.29;3.16
13098;4.22;2.08
13099;12.08;6.49
13100;7.94;4.44
13101;5.0;3.53
13102;4.39;2.01
13103;6.97;3.54
13104;4.55;1.79
13105;6.07;3.22
13106;5.15;2.18
13107;4.13;1.94
13108;8.81;5.37
13109;4.55;2.39
13110;5.31;2.77
13111;5.3;
13112;3.82;1.96
13113;3.09;0.96
13114;5.32;2.95
13115;4.23;
13116;10.96;7.49
13117;2.97;1.28
13118;4.61;2.15
13119;5.64;3.15
13201;14.0;8.4
13202;14.07;7.79
13203;15.68;9.18
13204;8.15;3.97
13205;8.86;4.16
13206;9.96;5.36
13207;8.1;4.13
13208;6.52;3.33
13209;5.71;2.61
13210;6.5;2.98
13211;5.46;2.96
13212;4.54;2.18
13213;5.41;2.66
13214;9.92;6.25
13215;10.55;6.78
13216;9.08;5.62
14003;;
14005;4.12;2.34
14006;2.9;
14007;;
14009;2.16;
14014;;
14020;4.32;2.74
14021;4.85;
14022;4.31;1.96
14024;5.58;
14026;;
14027;6.16;4.0
14030;2.49;
14035;7.83;4.79
14036;;
14039;5.25;
14043;;
14044;;
14046;6.31;4.79
14047;7.63;4.49
14057;2.82;
14059;4.91;1.88
14060;2.51;
14061;7.64;4.91
14066;5.4;2.41
14068;2.62;1.07
14069;6.89;4.01
14076;2.85;1.12
14077;7.24;
14079;4.28;1.7
14083;9.69;5.2
14085;5.42;3.19
14092;5.51;2.53
14096;;
14098;2.96;1.42
14100;3.72;1.79
14101;3.07;0.79
14110;;
14116;;
14117;3.65;1.79
14118;6.24;2.13
14119;4.06;
14120;2.95;
14123;1.67;
14124;6.81;
14125;2.61;
14126;10.05;6.86
14134;;
14137;2.85;1.29
14143;8.08;4.7
14145;7.26;
14150;6.06;3.93
14160;;
14162;9.91;5.76
14165;4.95;
14166;2.91;1.37
14167;4.74;1.88
14174;12.54;7.82
14177;5.88;
14181;3.57;1.91
14182;6.39;
14183;;
14191;5.85;2.76
14197;3.64;
14198;;
14200;4.88;2.77
14202;17.32;10.06
14215;2.7;
14220;5.58;2.77
14221;3.02;1.87
14224;;
14225;4.79;2.39
14228;4.8;2.38
14229;8.06;4.09
14230;;
14242;4.08;1.55
14243;6.46;3.83
14246;3.17;
14249;;
14254;2.51;
14257;3.08;
14258;10.28;5.99
14260;;
14269;;
14271;4.31;2.15
14274;3.56;1.42
14275;;
14277;1.78;
14278;;
14281;6.35;3.17
14285;;
14287;2.54;
14297;;
14301;3.03;1.42
14306;;
14309;3.92;
14310;5.56;
14311;3.05;
14312;6.91;3.91
14318;3.64;
14319;;
14325;3.21;1.48
14327;4.69;1.58
14328;3.67;
14333;9.64;4.81
14338;4.64;2.21
14341;3.67;1.53
14342;8.58;5.15
14346;4.73;
14347;8.19;4.62
14348;0.0;0.0
14349;3.17;
14352;12.27;7.44
14354;4.42;1.94
14355;3.87;
14358;;
14360;;
14365;4.17;2.74
14366;10.3;5.49
14367;;
14370;5.99;2.99
14371;9.76;6.47
14377;5.34;
14381;;
14383;3.92;1.69
14384;4.98;2.82
14385;;
14393;;
14396;3.55;
14403;6.0;
14407;3.37;1.33
14408;2.53;1.08
14409;3.58;1.74
14410;4.72;
14431;6.48;3.88
14437;5.97;2.92
14438;;0.0
14446;;
14452;7.27;
14454;3.38;1.62
14456;4.61;2.58
14460;6.47;2.86
14466;6.03;
14473;;
14475;2.79;1.16
14478;19.79;12.68
14480;7.55;
14487;6.6;3.69
14488;4.64;1.89
14496;;
14502;;0.0
14509;;
14510;;
14514;7.82;4.52
14515;5.7;3.19
14516;7.06;3.41
14530;2.4;
14533;;
14535;;
14538;3.9;1.87
14542;;
14552;;
14556;4.92;2.37
14557;9.09;5.02
14558;3.04;
14562;4.4;2.03
14566;2.45;
14569;;
14570;5.64;3.35
14572;6.08;
14574;6.82;4.76
14578;6.39;3.31
14581;4.18;2.44
14587;2.38;
14588;;
14589;2.89;
14591;4.21;
14592;2.7;
14595;;
14609;;
14610;2.2;
14614;8.1;
14619;;
14625;6.19;
14630;;
14640;;
14644;3.39;
14654;11.04;7.3
14656;8.82;5.29
14658;10.38;6.58
14659;2.69;
14660;;
14663;3.17;1.59
14666;3.09;
14669;;
14672;7.16;3.93
14674;;
14675;2.01;
14676;2.65;
14677;;
14685;4.05;1.65
14689;7.67;4.06
14692;4.25;1.84
14694;;
14698;;
14699;5.35;1.84
14701;5.46;3.16
14707;;
14710;;
14711;5.67;2.84
14712;4.72;2.25
14713;5.02;
14715;6.14;3.17
14724;3.93;2.3
14726;10.57;7.11
14728;4.15;
14738;3.41;1.29
14739;4.52;1.73
14740;7.54;4.41
14741;;
14742;;
14744;;
14748;;
14752;4.7;2.09
14754;3.48;0.89
14755;7.26;3.57
14761;;
14762;8.33;4.52
14764;14.03;9.24
15001;15.34;11.43
15003;12.25;7.44
15006;11.9;10.08
15008;10.47;
15011;9.21;
15012;5.17;2.86
15014;10.5;5.4
15016;8.09;
15019;13.77;
15021;10.97;7.1
15027;13.73;10.02
15029;13.1;8.28
15037;12.16;8.88
15038;12.82;8.59
15042;15.35;
15043;29.73;
15045;16.65;11.79
15048;;
15049;10.88;
15050;8.33;
15051;13.56;
15053;11.59;
15054;19.37;14.72
15056;3.71;
15063;14.33;9.66
15069;10.57;
15070;12.61;
15072;11.18;
15074;5.72;
15076;15.85;
15079;8.94;
15083;6.45;4.06
15085;5.26;
15089;12.59;7.69
15090;7.21;
15092;9.27;6.43
15094;19.6;13.01
15101;4.2;1.79
15104;17.07;10.57
15108;12.36;9.12
15113;9.27;
15114;14.47;10.06
15117;13.33;9.38
15118;10.78;7.11
15119;13.24;8.23
15120;17.34;11.89
15122;17.5;12.44
15124;11.04;8.61
15134;14.05;8.47
15138;16.35;10.08
15140;4.2;1.8
15141;6.06;4.43
15142;10.86;7.46
15147;11.58;7.37
15148;12.94;
15152;14.66;9.98
15153;12.59;9.93
15154;11.88;7.69
15156;5.45;
15159;14.03;
15160;5.0;
15162;14.99;10.68
15163;9.56;6.9
15165;19.28;11.45
15168;9.13;6.68
15169;13.51;8.29
15170;15.59;11.03
15175;10.79;6.91
15176;10.8;
15187;15.48;10.39
15191;14.29;11.67
15192;10.47;6.23
15196;8.66;6.38
15202;10.72;7.56
15204;6.13;3.47
15206;17.24;
15207;11.79;
15211;14.8;
15212;13.7;
15213;16.6;
15215;4.59;
15219;18.71;12.95
15221;4.44;
15228;11.84;8.42
15231;13.73;10.1
15234;6.63;
15236;10.77;8.44
15243;16.5;12.02
15244;6.81;
15246;14.2;
15248;10.17;
15250;8.6;5.38
15252;7.69;
15255;6.71;4.27
15258;12.32;8.14
15260;11.72;
15261;10.75;7.47
15264;10.9;
15265;14.63;10.04
15267;4.11;2.68
15268;10.29;6.86
16001;16.99;12.26
16003;9.38;6.18
16005;13.74;8.47
16007;10.85;7.24
16015;9.49;4.16
16016;8.68;5.13
16020;15.38;8.1
16025;12.02;7.86
16028;11.12;6.72
16030;7.82;4.96
16031;10.57;
16041;20.43;
16046;15.2;8.5
16053;;
16061;3.2;2.4
16064;11.6;7.84
16065;13.39;9.24
16066;14.32;9.01
16069;10.96;5.26
16070;12.22;8.02
16071;10.06;
16073;17.78;12.16
16076;14.56;10.18
16078;4.96;2.87
16081;14.52;
16084;10.14;
16085;9.68;6.01
16086;11.6;6.81
16089;6.1;3.77
16090;9.32;5.75
16093;6.68;4.91
16095;10.81;
16097;9.22;5.57
16098;;
16100;8.81;5.53
16101;5.4;3.02
16102;10.01;5.37
16106;14.56;9.69
16107;10.11;
16113;7.28;3.45
16116;16.24;11.11
16119;8.32;5.4
16121;5.08;
16124;11.54;7.35
16131;14.15;9.54
16132;17.39;12.68
16133;12.5;
16134;12.31;7.63
16138;4.5;2.07
16143;7.29;
16148;11.36;7.26
16150;5.15;2.58
16154;6.79;3.26
16163;5.36;2.77
16166;5.66;2.89
16167;9.78;6.14
16168;7.89;4.55
16171;10.72;
16175;16.16;11.37
16181;12.1;8.07
16182;17.0;12.39
16186;10.78;7.28
16187;3.85;2.37
16192;11.58;7.9
16193;6.93;4.16
16196;10.56;7.25
16199;6.21;3.73
16204;10.53;6.88
16205;16.71;10.61
16206;13.17;8.25
16211;11.08;
16212;19.4;
16217;7.13;4.46
16223;12.55;8.31
16225;16.14;11.08
16230;10.1;6.83
16232;3.07;1.94
16236;4.8;2.49
16242;12.91;9.33
16244;6.05;3.61
16245;14.1;9.33
16255;10.74;
16268;15.79;
16270;22.65;17.96
16271;3.25;1.71
16279;9.58;
16281;11.95;7.0
16283;6.96;
16286;9.56;6.44
16287;4.04;2.5
16291;5.87;2.82
16292;14.27;8.62
16295;8.24;5.17
16300;9.83;7.3
16301;18.12;
16308;10.89;7.64
16317;13.14;9.12
16320;7.37;
16329;12.77;8.72
16331;;
16337;10.86;7.36
16341;5.7;2.61
16347;10.67;
16348;6.76;4.72
16350;9.16;4.77
16353;6.09;3.61
16358;4.18;1.82
16362;17.11;
16366;9.93;6.19
16370;8.96;5.14
16374;5.22;2.34
16375;15.77;
16378;7.37;
16379;6.22;4.27
16387;5.08;
16393;5.21;3.21
16396;;
16400;12.99;6.6
16408;10.33;6.52
16409;15.34;9.47
16414;11.43;
16418;2.65;
16423;14.18;
16424;11.76;
17003;4.22;1.96
17004;4.08;
17007;;
17009;;
17010;4.73;2.43
17016;8.86;
17019;3.25;1.7
17021;4.35;2.12
17024;10.9;6.85
17028;5.43;1.3
17029;11.3;
17037;15.63;8.09
17043;11.11;6.58
17050;8.52;
17051;4.62;2.26
17055;;
17056;8.36;4.48
17058;5.0;2.16
17060;8.23;
17064;4.33;1.88
17070;11.11;7.53
17072;9.64;7.26
17073;5.34;2.9
17074;10.22;7.21
17083;5.81;
17086;5.83;3.25
17089;5.38;
17091;4.98;1.66
17092;;
17093;5.51;2.76
17094;4.21;1.29
17100;11.46;7.97
17102;4.31;
17104;11.65;8.35
17109;3.03;
17110;12.81;9.32
17115;12.78;6.67
17118;7.19;
17120;6.79;4.39
17121;3.25;1.52
17127;8.23;3.79
17131;5.04;2.3
17133;6.42;
17136;4.93;3.14
17140;5.07;2.73
17141;11.36;
17142;3.08;1.07
17146;4.11;1.95
17151;4.01;
17153;2.6;1.44
17155;3.4;1.25
17161;4.89;2.6
17163;9.39;
17164;4.32;2.74
17167;10.5;6.92
17168;5.28;2.31
17172;8.95;6.04
17175;7.32;
17179;5.62;2.7
17180;;
17185;6.84;4.09
17190;2.11;
17192;9.39;
17193;2.46;1.07
17194;2.77;0.8
17195;10.58;
17197;12.65;8.19
17198;8.97;
17200;3.8;1.05
17201;7.38;
17202;7.42;3.86
17207;4.2;2.06
17211;9.7;
17215;32.43;
17218;6.46;3.13
17219;6.15;3.37
17222;3.69;1.84
17224;10.81;6.39
17225;2.87;1.2
17226;5.81;2.9
17228;5.33;3.03
17230;5.2;2.87
17232;7.75;3.93
17236;13.09;8.69
17240;12.33;7.97
17241;11.76;7.58
17243;13.53;9.73
17247;5.54;2.85
17248;7.53;4.59
17253;6.16;3.79
17257;13.81;9.58
17260;12.55;
17264;2.69;1.04
17267;5.52;3.38
17270;10.82;7.21
17274;3.15;0.99
17278;4.88;
17283;9.52;5.24
17284;8.56;5.7
17285;6.33;3.88
17286;3.23;1.21
17291;3.54;1.15
17297;3.77;2.17
17298;9.78;5.09
17299;9.39;4.6
17300;6.2;2.1
17301;17.11;
17306;6.05;2.48
17308;5.23;3.12
17309;10.87;6.38
17310;6.28;3.85
17311;4.29;2.45
17312;14.87;10.41
17314;8.77;5.26
17317;11.52;7.85
17318;3.42;1.82
17323;5.0;2.93
17325;14.39;11.22
17331;10.21;5.44
17333;4.57;2.2
17336;4.5;2.5
17337;5.12;2.88
17338;3.31;1.71
17339;7.27;3.43
17340;4.41;2.4
17343;16.05;
17344;7.72;4.74
17346;5.59;2.44
17347;11.93;7.53
17349;4.26;2.77
17353;3.57;1.95
17355;12.55;
17358;9.9;
17360;4.38;2.59
17362;14.19;
17363;7.35;
17365;6.38;
17369;4.44;2.01
17372;;
17377;14.61;
17380;3.91;1.53
17383;8.91;
17385;5.13;2.67
17387;6.58;4.12
17389;;
17391;1.56;
17393;5.67;2.98
17395;8.72;
17396;4.06;2.14
17397;9.03;5.28
17400;5.79;
17407;3.44;1.44
17409;3.51;1.89
17410;10.39;
17411;4.64;2.58
17412;6.38;
17413;5.02;3.13
17414;2.81;0.96
17415;7.56;3.81
17420;3.18;0.92
17421;5.88;2.62
17425;5.67;3.23
17429;3.95;1.93
17430;10.14;
17434;6.29;3.06
17436;11.41;7.38
17439;7.05;
17440;4.76;
17441;6.23;3.7
17448;7.64;4.3
17449;5.33;2.37
17452;5.15;2.73
17453;4.76;3.03
17457;5.58;
17461;3.41;1.35
17462;6.86;3.96
17466;3.75;2.02
17473;17.0;
17474;7.4;
17481;;
17483;4.06;2.2
17484;4.71;2.42
17485;4.55;2.27
17486;4.5;2.99
18002;22.39;
18003;9.33;5.16
18004;8.35;5.01
18011;14.35;9.11
18014;14.65;
18015;9.59;5.29
18018;6.71;3.6
18022;13.7;
18023;11.16;8.08
18025;13.46;9.48
18026;8.96;
18027;13.33;8.48
18028;5.23;3.1
18029;18.35;13.48
18030;11.18;6.81
18031;19.64;14.54
18032;8.77;6.64
18033;9.83;5.23
18035;6.91;
18036;9.06;
18037;11.55;8.12
18038;19.9;12.76
18039;19.34;13.58
18044;15.96;10.8
18047;17.74;12.63
18050;2.25;1.0
18051;15.89;
18052;15.53;10.52
18055;14.87;9.57
18057;21.23;14.91
18058;28.83;23.28
18059;17.73;12.94
18062;14.6;
18065;9.29;4.64
18067;12.97;10.25
18068;;
18069;7.01;
18072;19.28;
18075;7.59;3.7
18076;14.13;8.92
18078;;
18081;7.83;
18082;10.23;8.22
18083;21.54;14.79
18086;5.24;
18087;12.33;9.08
18088;21.34;
18089;17.07;12.8
18096;8.35;4.65
18097;3.93;1.85
18103;15.63;11.1
18106;12.27;
18108;11.11;7.68
18109;14.29;11.03
18110;11.04;7.71
18112;14.68;10.32
18115;13.38;9.76
18117;13.22;7.23
18119;15.93;
18124;10.87;
18125;11.43;6.61
18126;8.68;4.49
18127;18.99;13.61
18128;;
18129;18.52;
18133;11.49;7.83
18134;13.21;
18137;17.07;12.5
18138;7.04;4.26
18139;11.8;7.51
18140;10.47;7.62
18141;8.86;5.55
18142;16.75;12.97
18145;12.02;8.91
18148;4.27;2.5
18149;19.53;15.12
18155;12.24;8.5
18157;4.95;
18159;11.77;7.9
18160;15.34;10.39
18165;10.62;7.73
18166;6.6;
18170;11.11;
18171;18.11;
18172;8.8;4.97
18173;14.0;
18175;13.83;8.84
18177;;
18178;12.77;12.77
18180;4.72;2.81
18187;17.59;12.75
18191;18.28;
18194;9.28;
18197;15.9;10.61
18202;;
18205;5.09;2.71
18206;6.5;3.9
18207;7.91;4.87
18210;8.55;
18212;13.48;9.4
18213;4.27;1.82
18214;4.66;
18218;6.67;
18223;6.33;3.2
18233;13.48;7.62
18235;9.12;5.77
18240;14.85;9.81
18241;17.94;12.22
18242;15.55;10.46
18245;16.49;12.37
18246;10.43;7.2
18247;7.47;
18250;;
18256;9.27;
18257;7.52;
18258;13.03;10.08
18260;;
18261;16.85;12.54
18263;7.56;
18265;13.31;11.02
18267;3.28;1.53
18269;14.22;9.17
18270;16.91;13.29
18272;12.06;7.29
18273;9.7;7.52
18278;18.22;11.62
18279;15.23;9.55
18281;7.89;3.67
18282;9.12;4.21
18286;16.14;11.39
18289;10.86;4.87
18290;11.04;
19002;16.6;11.2
19005;13.11;9.51
19007;11.89;8.47
19009;;
19010;11.23;6.91
19011;11.69;8.62
19013;8.82;6.19
19014;12.1;
19015;10.36;6.76
19016;10.96;
19019;15.25;10.96
19023;9.11;6.15
19024;12.76;
19028;23.57;17.46
19031;8.34;4.15
19033;14.2;10.23
19034;18.32;
19036;14.11;11.23
19037;11.15;7.23
19038;9.61;6.71
19042;10.99;
19055;11.17;
19056;10.84;
19057;10.34;7.24
19059;9.35;
19060;14.01;11.42
19061;15.14;9.66
19062;15.59;12.23
19063;3.68;1.91
19066;6.83;4.14
19068;7.04;
19070;13.48;
19071;11.21;
19072;7.67;5.54
19073;14.31;9.78
19075;9.15;
19079;15.43;11.7
19080;20.46;15.09
19081;11.97;7.69
19082;5.81;
19085;12.39;7.3
19086;14.74;
19094;13.67;9.61
19098;9.31;6.38
19100;10.79;7.28
19101;12.08;7.43
19102;13.8;9.76
19105;13.99;
19106;10.51;
19107;5.29;3.11
19108;20.25;
19113;13.61;9.02
19118;12.2;9.12
19121;15.71;11.34
19123;4.74;2.24
19124;7.99;6.34
19125;10.04;6.97
19129;14.31;8.63
19130;15.23;9.93
19131;17.38;14.38
19134;19.2;12.4
19136;12.93;9.98
19138;9.55;6.03
19141;17.02;
19143;11.53;7.32
19145;9.36;
19146;9.6;5.73
19148;16.89;10.66
19151;10.02;6.83
19153;7.93;4.71
19155;14.2;
19157;11.5;
19162;10.71;8.3
19164;13.68;9.82
19175;14.13;
19176;8.48;5.61
19178;6.57;
19180;13.44;9.79
19182;9.57;5.87
19192;15.57;10.38
19194;8.86;6.61
19201;12.18;8.55
19202;9.6;6.56
19203;9.7;7.59
19207;9.2;6.98
19213;14.25;10.93
19220;8.29;5.14
19222;12.75;9.35
19227;5.34;2.9
19229;5.57;2.05
19232;;
19234;9.28;
19236;13.75;8.93
19237;12.12;9.38
19242;10.82;5.97
19243;9.34;6.11
19245;;
19246;5.3;3.46
19248;11.99;9.05
19249;10.54;
19250;15.84;11.73
19251;12.44;
19255;8.13;6.07
19258;11.64;6.88
19261;12.87;
19263;14.41;
19264;16.94;10.33
19265;13.54;8.55
19269;11.56;9.07
19272;19.2;12.95
19274;4.81;2.66
19275;14.79;9.78
19276;19.15;13.27
19278;5.17;3.22
19285;11.51;7.47
19286;13.68;8.42
19288;10.2;6.88
21003;3.12;
21004;15.54;8.76
21013;7.58;
21021;3.61;1.67
21023;18.06;14.57
21027;4.23;
21038;9.8;5.61
21043;16.92;
