INSEE_C;taux_vacance_25_pct;taux_vacance_long_25_pct
44094;4.27;1.76
44095;5.56;3.06
44096;3.13;1.49
44097;2.27;0.83
44099;7.78;4.56
44100;3.28;1.69
44101;3.29;0.96
44102;3.4;1.59
44103;3.85;1.96
44104;5.56;
44105;10.87;
44107;2.57;
44108;3.41;1.87
44109;6.26;2.2
44110;4.97;2.27
44111;4.1;2.7
44112;8.02;
44113;6.05;3.41
44114;3.45;1.12
44115;5.13;3.05
44116;8.87;3.09
44117;3.45;1.69
44118;5.62;
44120;3.55;1.66
44121;15.38;9.83
44122;4.64;2.91
44123;7.59;4.93
44124;6.76;
44125;3.22;1.77
44126;2.9;1.46
44127;2.74;1.77
44128;5.93;3.59
44129;4.93;2.08
44130;3.1;1.07
44131;4.4;2.0
44132;4.06;1.37
44133;3.63;1.21
44135;4.25;1.96
44136;3.47;1.07
44137;3.79;2.41
44138;5.96;3.62
44140;4.9;3.03
44141;3.93;
44142;2.26;
44143;3.81;1.22
44144;7.2;5.05
44145;5.0;2.9
44146;7.53;5.27
44148;14.57;9.8
44149;5.44;3.18
44150;2.13;1.06
44151;3.03;1.26
44152;4.93;3.06
44153;8.19;4.59
44154;3.74;1.44
44155;3.55;1.71
44156;4.96;2.77
44157;6.07;3.3
44158;3.92;1.91
44161;5.73;3.04
44162;3.94;1.33
44163;3.95;2.57
44165;3.12;1.46
44166;2.34;0.99
44168;7.06;3.96
44169;3.66;1.71
44170;12.12;7.79
44171;1.89;
44172;2.77;0.86
44173;3.83;1.92
44174;3.85;2.07
44175;2.74;1.43
44176;4.92;2.63
44178;2.33;0.95
44179;3.67;2.04
44180;9.29;5.74
44182;2.97;1.3
44184;5.06;1.55
44185;8.09;5.11
44186;3.44;1.33
44187;3.73;1.89
44188;4.03;2.18
44189;4.21;1.7
44190;3.26;0.8
44192;3.08;1.62
44193;8.1;5.07
44194;3.51;0.97
44195;4.15;1.39
44196;5.34;3.67
44197;9.7;6.36
44198;2.77;0.92
44199;9.59;6.33
44200;11.96;6.22
44201;3.85;1.34
44202;5.46;3.14
44203;2.85;
44204;2.55;0.54
44205;4.25;2.08
44206;7.17;4.08
44207;6.08;
44208;9.09;6.36
44209;2.71;1.09
44210;3.6;1.24
44211;3.11;1.47
44212;4.09;1.77
44213;6.43;3.87
44214;5.54;4.26
44215;3.56;1.18
44216;4.17;2.28
44217;3.43;1.71
44218;8.96;
44223;2.88;1.11
44224;3.64;2.08
45002;9.77;
45004;6.05;2.84
45006;7.41;4.51
45008;6.91;5.06
45009;5.45;3.45
45010;6.57;4.31
45012;;
45014;5.5;
45016;12.25;7.13
45017;9.85;
45018;9.2;6.54
45019;4.33;
45024;4.42;2.37
45025;6.74;4.55
45028;7.59;4.01
45029;12.27;8.39
45030;12.89;8.84
45031;10.38;6.56
45034;2.8;
45035;8.59;5.98
45038;;
45039;;
45040;16.51;10.54
45042;9.45;3.33
45043;4.54;2.27
45044;;
45046;5.04;
45049;5.56;
45050;6.88;
45051;6.13;3.82
45053;10.09;6.62
45055;9.09;
45060;9.73;6.73
45061;6.69;3.15
45062;5.13;2.93
45063;14.12;8.73
45064;11.22;
45066;7.01;
45067;5.71;2.62
45068;7.44;4.44
45069;5.5;3.17
45072;2.39;
45073;11.95;
45075;5.35;2.3
45076;11.43;
45077;6.57;
45081;8.13;
45082;6.23;3.35
45083;13.31;8.31
45085;11.59;6.99
45087;13.41;8.78
45089;3.5;1.27
45091;11.06;5.53
45092;4.53;2.26
45093;6.93;4.56
45094;;
45095;13.26;8.71
45096;10.22;
45097;9.79;5.93
45098;4.53;2.23
45103;11.62;7.75
45104;5.44;3.34
45107;15.38;
45108;11.92;7.35
45112;7.41;
45115;9.96;6.14
45119;3.81;2.22
45121;11.67;7.22
45122;9.7;5.88
45123;3.5;1.24
45124;;
45126;3.43;1.63
45127;6.25;3.74
45129;9.93;6.16
45130;4.25;
45133;8.85;
45134;5.67;2.83
45136;7.07;
45138;;
45139;7.07;
45141;21.85;
45142;5.97;3.35
45143;;
45145;7.23;3.69
45146;6.74;4.2
45147;7.17;2.11
45148;5.76;4.49
45154;3.11;1.73
45155;11.3;6.6
45162;9.29;
45164;6.25;
45167;3.38;
45169;4.03;1.84
45171;10.39;
45173;5.42;2.63
45174;8.63;
45175;4.29;
45178;10.13;6.8
45179;5.12;3.14
45180;;
45181;;
45182;6.81;4.63
45184;9.4;
45186;10.42;5.21
45187;9.38;5.77
45188;3.91;2.55
45189;10.81;
45191;9.22;5.29
45193;5.1;3.18
45194;4.8;2.32
45196;5.3;3.12
45197;2.49;
45198;7.69;
45199;8.57;
45200;5.57;
45202;4.75;
45203;6.69;3.73
45205;9.03;
45208;14.42;8.58
45210;7.47;4.3
45212;8.95;5.45
45213;11.16;
45222;7.74;6.31
45223;;
45224;4.83;2.62
45226;5.16;
45227;8.32;5.08
45228;7.17;3.59
45229;7.34;4.75
45232;4.99;2.21
45234;7.89;3.23
45235;2.5;1.73
45238;6.91;4.1
45240;8.33;5.61
45242;;
45243;8.03;
45244;7.72;5.0
45245;12.74;9.52
45247;4.74;2.52
45248;7.16;3.74
45251;11.68;
45252;14.31;8.01
45253;6.94;3.95
45254;7.5;4.1
45257;10.11;
45258;9.93;4.9
45259;6.9;5.0
45261;2.74;
45263;;
45268;7.93;3.96
45269;4.25;2.03
45270;7.75;3.44
45271;8.78;5.91
45272;5.16;2.42
45273;5.94;3.13
45274;4.14;2.56
45275;6.42;
45278;13.8;10.23
45279;5.99;3.62
45280;6.96;4.92
45281;6.39;3.7
45282;5.02;2.86
45284;4.19;1.52
45285;4.89;2.27
45286;4.49;1.77
45288;9.96;
45289;4.61;
45290;5.45;3.42
45292;11.88;8.51
45293;8.0;5.5
45294;;
45297;5.66;
45298;4.97;2.78
45300;4.2;1.78
45302;3.62;1.65
45305;;
45306;7.03;
45307;5.36;3.31
45308;2.41;
45309;7.56;4.53
45310;8.0;4.57
45313;4.49;
45315;12.23;6.85
45320;;
45321;7.02;
45322;;
45323;21.02;
45324;4.91;3.52
45326;6.98;
45327;2.89;1.37
45329;9.49;5.35
45331;7.43;
45332;7.53;4.43
45333;3.01;
45334;5.56;
45335;3.85;2.38
45336;6.6;
45338;6.45;2.49
45340;12.65;7.41
45345;7.44;5.15
45346;7.57;5.05
45348;7.37;
46001;11.87;5.93
46003;7.18;4.67
46007;8.73;5.27
46009;6.95;3.84
46012;14.46;11.33
46015;11.33;7.09
46028;8.43;5.62
46029;8.32;5.42
46033;9.36;
46038;12.21;7.77
46042;11.24;6.31
46044;7.91;
46045;12.08;7.06
46051;6.22;
46058;7.4;
46062;16.17;10.89
46063;10.96;8.26
46064;8.87;6.83
46066;7.71;5.42
46083;8.25;6.22
46087;9.32;6.81
46088;8.15;4.71
46089;9.05;5.83
46095;7.88;5.03
46102;10.75;6.08
46104;;
46118;5.34;
46125;14.63;
46127;11.3;6.94
46128;11.83;7.14
46138;10.68;7.08
46139;15.79;
46143;13.15;7.66
46145;8.87;5.16
46148;5.81;3.84
46149;5.18;
46156;10.78;7.79
46160;18.24;13.07
46162;9.17;
46163;16.25;12.37
46164;;
46165;7.0;
46170;12.95;9.55
46172;6.04;
46173;9.88;6.3
46176;6.25;
46177;6.77;
46182;9.99;6.66
46185;8.48;5.46
46187;7.88;4.35
46191;5.51;2.76
46193;9.09;
46195;12.22;
46196;12.64;
46197;6.33;2.79
46201;15.91;11.6
46203;11.28;
46204;11.19;5.59
46211;9.77;
46215;10.51;6.67
46216;8.64;6.26
46218;;
46220;8.38;2.61
46224;4.74;2.49
46225;10.31;6.85
46228;4.47;
46229;7.91;4.57
46231;13.37;9.45
46232;10.93;6.98
46239;;
46240;16.46;12.84
46251;12.46;7.5
46259;10.19;
46260;9.42;
46262;14.05;8.55
46263;9.31;5.15
46267;6.34;
46268;10.81;6.67
46277;10.26;
46281;9.09;
46282;;
46283;11.69;
46286;11.21;
46297;11.75;7.51
46301;8.76;5.44
46309;12.72;7.61
46311;13.83;11.03
46312;10.45;
46317;9.22;
46321;12.33;
46322;6.47;3.12
46330;10.8;7.76
46332;6.39;
46334;5.68;3.97
46340;9.52;
47001;13.09;6.92
47002;;
47004;11.33;7.78
47005;12.42;6.37
47011;;
47013;10.06;
47015;10.99;7.79
47021;12.38;9.13
47023;12.15;
47025;13.7;7.12
47031;7.77;4.85
47032;6.83;4.29
47034;12.54;
47040;5.95;3.9
47042;11.46;
47043;17.37;13.03
47048;14.36;9.18
47049;11.92;8.11
47051;12.41;10.72
47052;11.5;6.94
47053;7.81;
47054;10.82;7.84
47057;15.59;10.69
47060;11.94;8.96
47064;7.59;
47065;14.53;10.59
47068;7.34;5.38
47069;8.85;6.16
47077;9.84;7.43
47078;13.82;10.05
47081;8.14;
47086;10.19;5.94
47089;13.86;
47091;4.79;2.63
47094;9.94;6.91
47100;4.51;2.89
47101;7.69;4.71
47102;11.29;8.06
47103;11.89;
47106;15.71;11.17
47110;8.83;6.0
47119;12.66;8.68
47125;12.12;
47127;10.85;
47131;4.36;
47137;9.45;6.75
47138;8.6;6.06
47140;11.11;7.69
47141;10.47;
47142;13.28;8.67
47143;12.29;9.31
47145;9.18;5.7
47147;13.59;9.13
47151;8.58;
47157;10.71;5.72
47159;10.65;8.05
47165;13.7;9.46
47167;17.08;12.67
47168;12.82;7.9
47169;5.38;
47173;17.77;13.42
47175;11.24;6.87
47179;11.23;8.25
47180;10.46;
47185;8.08;5.71
47193;17.54;
47195;12.6;8.42
47201;6.39;3.87
47203;7.33;5.41
47209;4.72;2.7
47210;13.02;9.61
47213;11.59;7.43
47215;6.86;4.49
47217;11.39;9.04
47225;3.83;2.14
47232;10.15;6.57
47233;9.27;5.57
47235;8.9;
47236;;
47238;7.41;5.03
47239;11.27;7.67
47242;18.26;14.89
47246;9.21;6.14
47251;6.32;
47252;11.69;8.4
47257;;
47267;9.94;
47269;6.49;
47278;11.5;7.99
47280;8.51;4.82
47283;11.17;7.73
47285;6.49;
47290;7.74;
47292;14.62;9.05
47297;11.58;
47300;8.01;
47301;13.51;8.83
47302;23.06;15.12
47306;12.38;9.72
47310;10.27;5.88
47312;14.44;9.78
47316;6.52;
47317;14.08;
47318;15.66;11.58
47321;8.38;
47323;10.16;5.58
47324;14.55;10.13
47326;5.93;3.63
48001;11.8;
48002;10.06;
48009;11.54;8.21
48010;10.31;7.22
48012;14.34;
48015;10.06;3.57
48017;9.74;6.54
48018;7.52;4.1
48019;15.09;9.48
48021;7.63;
48027;11.25;8.16
48034;13.57;8.38
48038;11.67;7.98
48039;10.84;7.15
48042;6.04;
48043;16.54;11.65
48045;4.76;
48050;7.32;4.88
48051;9.56;6.43
48053;12.57;8.94
48056;9.52;
48059;10.71;
48061;7.77;4.86
48064;11.66;
48070;11.4;6.78
48073;15.04;
48074;5.45;
48075;8.87;5.43
48080;15.52;10.64
48081;6.77;
48086;7.11;
48087;14.35;
48088;6.07;
48090;12.67;7.58
48092;18.29;12.34
48094;8.48;6.11
48095;10.21;5.99
48096;11.69;7.65
48097;9.21;
48099;9.16;5.84
48103;8.21;5.41
48104;12.17;9.51
48105;8.66;
48106;;
48115;10.51;
48116;6.92;4.88
48119;9.42;
48127;12.73;9.28
48128;7.62;4.52
48131;10.61;
48132;13.07;8.88
48136;7.11;
48137;5.72;
48139;8.58;
48140;12.93;7.6
48144;5.57;
48146;10.24;7.06
48147;9.28;6.5
48148;12.99;9.28
48152;8.87;
48155;7.25;4.51
48156;10.85;6.01
48161;;
48168;15.58;
48173;8.26;
48174;15.29;
48178;8.05;
48188;17.78;12.59
48190;15.03;
48194;8.47;5.13
48198;17.79;13.01
49002;5.76;2.61
49003;5.48;3.78
49007;5.76;2.21
49008;7.0;4.25
49012;9.76;
49015;3.24;1.09
49017;5.56;
49018;10.21;6.52
49020;2.33;0.95
49021;5.33;2.49
49022;6.42;3.38
49023;4.09;2.09
49026;4.08;2.26
49027;2.07;
49029;4.59;2.81
49030;9.18;6.59
49035;3.77;1.57
49036;7.79;4.05
49041;5.07;3.27
49045;9.23;
49048;2.91;1.27
49050;4.08;2.26
49053;7.28;
49054;8.63;4.89
49055;2.39;1.14
49057;;
49058;4.57;
49060;6.53;4.0
49061;10.81;7.37
49063;4.84;1.73
49064;9.39;
49067;10.26;
49068;7.28;4.23
49070;7.72;
49076;4.5;
49080;5.35;3.09
49082;3.29;
49086;6.47;4.25
49089;3.72;
49090;6.58;
49092;5.2;2.9
49099;4.9;1.81
49102;10.71;
49107;9.21;
49109;5.23;3.11
49110;3.4;1.77
49112;4.2;
49120;4.81;2.71
49121;11.45;
49123;4.58;2.88
49125;6.3;3.68
49126;4.87;2.69
49127;9.71;5.41
49129;3.1;1.46
49131;6.05;
49132;6.12;3.67
49135;3.94;2.3
49138;7.88;5.23
49140;10.89;7.44
49155;5.51;3.87
49160;5.66;3.0
49163;7.44;5.02
49167;3.79;2.42
49170;8.88;5.58
49174;6.96;4.87
49176;4.47;1.97
49178;11.17;8.01
49180;9.54;6.3
49182;6.41;3.33
49183;5.66;3.01
49188;5.13;
49192;3.86;1.34
49193;3.46;1.55
49194;4.84;2.59
49195;2.34;
49200;3.36;1.35
49201;4.54;1.98
49205;5.84;
49211;4.71;
49214;1.94;0.5
49215;7.61;3.83
49217;;
49218;5.23;3.06
49219;10.53;7.02
49220;7.61;4.38
49221;13.47;9.59
49222;2.22;
49223;3.5;1.35
49224;4.26;
49228;12.53;8.77
49231;2.04;
49240;5.9;
49241;2.23;
49244;5.5;2.92
49246;3.45;1.76
49247;3.69;2.27
49248;7.95;4.4
49253;8.5;6.65
49257;5.0;
49259;5.29;3.23
49260;4.68;2.34
49261;6.09;3.74
49266;4.4;
49267;3.45;1.25
49269;1.82;
49271;4.56;2.28
49272;4.97;2.49
49278;4.15;1.86
49283;3.64;1.92
49284;4.96;2.05
49292;6.39;3.47
49294;2.07;
49298;1.69;
49299;1.48;
49301;3.64;2.0
49302;7.83;
49306;2.1;
49307;3.51;1.89
49308;2.32;
49310;9.51;5.28
49311;3.69;
49323;3.0;1.43
49328;8.74;4.75
49329;7.0;3.83
49330;3.16;
49331;6.23;3.5
49332;3.31;1.6
49333;5.16;3.25
49334;9.68;
49336;7.84;
49338;2.57;
49339;2.82;
49341;10.08;6.37
49343;2.93;1.05
49344;3.63;
49345;4.92;2.77
49347;4.7;1.84
49352;2.08;
49353;3.31;1.14
49355;3.11;1.2
49358;8.88;
49361;4.16;2.08
49364;7.71;5.25
49367;3.56;1.59
49368;9.57;6.38
49369;10.66;5.82
49370;;
49371;5.58;2.46
49373;8.27;5.4
49374;6.12;3.22
49377;3.8;1.83
49378;6.02;2.79
49381;5.15;3.55
50002;5.8;2.97
50003;5.85;2.97
50004;8.46;
50021;;
50025;7.14;3.25
50027;4.83;
50029;17.19;12.18
50030;6.79;4.36
50031;5.21;2.88
50032;2.94;
50036;;
50041;4.72;2.73
50048;5.7;
50049;7.96;
50058;5.87;3.36
50066;3.49;1.38
50074;10.19;7.0
50076;4.27;1.54
50082;6.21;3.54
50085;5.47;3.77
50087;4.86;1.98
50090;15.03;12.11
50092;6.21;
50095;7.42;4.45
50098;6.86;
50099;7.84;4.69
50102;3.81;2.29
50106;;
50109;5.73;2.31
50110;6.78;3.88
50111;8.63;5.1
50112;11.84;4.49
50129;6.3;3.04
50139;4.34;2.2
50142;6.06;3.59
50144;15.95;12.25
50145;3.79;
50147;8.67;4.49
50151;7.44;4.35
50152;13.64;
50158;13.87;
50159;8.31;
50164;5.82;2.91
50165;4.09;1.89
50166;7.28;
50168;6.09;3.61
50177;9.95;
50178;7.28;4.03
50184;7.03;4.02
50188;5.79;3.33
50196;8.71;6.03
50197;9.52;4.8
50200;15.13;11.25
50209;4.85;3.08
50215;5.45;3.12
50216;7.27;
50217;10.41;
50218;6.44;2.66
50227;15.71;
50228;8.15;5.87
50231;3.85;1.83
50236;7.57;4.81
50237;10.06;5.03
50239;4.63;2.25
50243;5.47;
50246;;
50252;5.98;
50256;12.24;8.61
50260;13.21;8.65
50267;6.44;4.46
50272;5.47;3.06
50273;6.29;4.32
50274;10.9;6.77
50279;9.61;
50281;6.45;3.66
50283;;
50288;5.0;2.19
50289;7.72;
50292;7.52;4.66
50294;8.64;6.81
50297;8.66;5.36
50332;5.69;3.3
50341;7.03;3.71
50342;4.76;
50349;4.38;2.19
50353;;
50356;8.33;
50359;13.25;9.17
50362;10.42;
50363;7.01;3.74
50364;6.23;
50371;12.22;6.67
50378;8.29;5.25
50389;8.94;
50391;9.59;6.76
50393;8.81;4.81
50394;9.75;5.39
50400;8.34;5.35
50402;5.42;2.71
50403;5.7;3.59
50407;5.66;
50409;8.61;4.95
50410;9.16;5.38
50412;5.87;3.32
50413;9.09;
50417;7.27;5.35
50419;5.58;3.06
50420;7.78;
50421;5.21;
50428;9.66;6.23
50429;5.11;3.18
50430;;
50431;11.38;7.93
50433;5.37;3.07
50435;8.28;4.64
50436;9.93;7.05
50437;15.72;11.79
50444;5.57;3.31
50446;4.47;
50448;10.64;6.91
50453;7.86;
50455;8.33;4.72
50456;14.44;9.72
50463;8.74;
50468;6.29;
50471;4.61;
50474;16.19;10.51
50475;7.63;3.92
50481;4.3;1.7
50483;6.38;
50484;12.66;8.28
50487;10.08;6.76
50488;5.66;
50490;5.63;
50491;;
50492;6.49;4.0
50493;3.55;
50496;7.48;4.0
50498;2.86;
50499;9.36;5.69
50500;11.96;8.59
50502;8.92;4.02
50506;;
50509;7.96;
50510;4.42;
50523;8.78;6.17
50525;14.93;9.7
50531;8.25;5.41
50532;4.47;2.23
50535;11.19;7.28
50539;10.6;7.03
50542;13.04;8.33
50546;6.5;3.41
50550;8.6;5.99
50551;8.33;4.82
50553;13.25;6.63
50554;3.44;1.58
50562;6.35;3.73
50564;6.11;
50565;6.48;3.21
50568;6.51;
50570;16.55;12.5
50571;;
50576;6.94;1.66
50579;5.15;
50582;10.98;7.04
50585;6.83;4.12
50587;;
50588;;
50591;15.12;10.11
50592;10.48;6.82
50597;7.69;3.96
50601;7.22;3.89
50603;6.99;3.39
50606;8.92;
50612;5.17;2.37
50615;6.25;2.71
50616;5.24;3.12
50624;5.96;
50629;9.28;6.19
50639;11.5;7.03
50643;5.23;
50647;2.97;
50648;4.81;
51001;;
51007;9.2;6.7
51009;8.82;5.88
51015;0.0;0.0
51018;5.17;
51027;13.39;
51028;12.72;9.5
51029;12.13;8.92
51030;10.41;7.45
51032;10.65;
51043;3.72;2.23
51044;3.58;
51045;;
51046;3.66;
51050;11.88;11.88
51051;;
51052;4.73;
51054;2.38;
51055;3.31;1.38
51057;;
51058;4.66;1.9
51061;;
51062;;
51066;;
51074;4.08;2.04
51075;6.62;4.04
51077;13.19;
51078;;
51079;13.0;10.06
51083;;
51087;;
51090;8.33;
51091;;
51098;;
51105;3.61;
51108;9.56;5.07
51109;;
51115;;
51118;2.84;
51119;8.08;
51122;;
51127;;
51134;10.74;
51136;11.69;8.35
51137;11.68;
51142;7.81;
51146;;
51150;;
51151;;
51152;6.16;
51153;10.26;7.45
51160;3.32;
51161;7.58;
51162;9.51;5.43
51164;21.25;
51165;6.71;
51166;;
51171;4.68;2.58
51172;3.09;1.39
51176;12.5;
51183;2.7;
51186;;
51187;;
51191;28.26;
51193;5.68;4.07
51196;11.26;6.87
51197;;
51198;7.1;
51204;10.93;8.7
51206;;
51210;8.15;5.57
51211;;
51213;;
51217;11.02;6.43
51228;23.53;
51229;;
51230;12.03;6.95
51231;5.88;
51234;5.23;
51236;;
51237;9.97;7.61
51238;12.84;
51242;4.44;2.44
51248;10.92;7.43
51250;6.94;4.13
51251;;
51252;14.42;8.97
51260;0.0;0.0
51262;5.89;2.19
51267;;
51272;21.26;13.39
51276;;
51278;;
51281;8.23;
51282;3.29;
51287;11.72;7.48
51290;9.38;
51292;;
51298;12.71;
51302;;
51303;5.28;
51308;4.45;1.8
51310;;
51319;;
51325;;
51328;5.31;
51329;3.27;
51333;10.1;
51334;;
51338;9.89;
51339;6.69;
51343;7.93;4.82
51344;4.82;3.31
51346;11.96;7.21
51352;6.78;
51353;;
51361;19.05;
51367;12.67;9.25
51372;;
51379;5.81;
51380;11.49;8.25
51381;9.82;6.55
51388;6.33;3.26
51389;10.15;
51391;3.77;1.67
51395;;
51396;;
51398;11.22;
51404;;
51413;5.78;
51415;13.59;
51416;14.91;9.94
51420;;
51422;6.73;
51423;10.35;5.87
51431;8.97;5.32
51432;9.77;5.46
51434;5.08;
51437;;
51438;;
51440;5.22;2.77
51442;20.93;
51449;3.08;
51452;;
51453;5.56;3.29
51454;9.64;4.06
51457;14.63;11.03
51458;;
51461;7.32;
51464;;
51466;;
51472;11.94;
51474;4.8;3.04
51475;;
51477;;
51483;;
51490;;
51492;8.83;3.75
51503;;
51504;8.12;4.31
51506;5.59;2.67
51507;14.69;8.74
51509;;
51513;9.75;
51514;;
51515;;
51518;;
51525;2.92;1.4
51531;15.19;11.21
51534;11.76;
51535;15.63;10.32
51536;6.34;3.03
51537;10.09;
51538;;
51543;;
51544;10.62;
51545;8.45;
51548;9.77;
51559;9.63;5.98
51560;;
51562;3.35;1.52
51571;5.5;
51572;;
51573;5.33;2.03
51576;9.95;7.46
51579;;
51580;13.48;
51586;;
51590;10.19;
51591;;
51595;18.03;
51601;;
51602;;
51603;;
51612;10.79;7.02
51613;10.88;6.87
51614;9.42;6.61
51616;;
51620;;
51621;9.55;
51624;5.4;
51625;8.43;
51628;;
51629;15.5;11.98
51631;;
51636;10.34;
51640;;
51646;;
51647;7.11;
51649;13.57;8.55
51650;;
51660;1.67;
51662;3.19;1.0
51663;9.15;4.76
52008;15.6;10.55
52017;17.08;12.87
52023;12.14;
52033;14.86;
52035;17.74;
52037;10.64;
52043;;
52050;9.92;6.61
52057;;
52058;10.07;7.07
52060;25.26;17.88
52061;18.88;13.27
52062;;
52064;14.47;10.27
52074;19.19;11.08
52076;7.48;
52079;16.17;8.98
52083;14.65;9.57
52090;26.15;
52093;8.9;3.85
52099;11.41;7.69
52104;5.66;2.73
52114;11.58;8.0
52116;;
52118;10.97;
52119;;
52121;8.02;4.59
52123;9.09;4.96
52125;5.33;
52140;14.8;10.74
52155;8.85;
52156;9.35;
52163;9.14;
52164;18.87;
52169;;
52171;16.92;
52172;17.58;
52175;9.41;
52177;13.84;10.26
52178;24.06;
52179;;
52182;8.18;4.85
52185;15.0;
52187;26.73;
52190;14.12;
52194;8.81;5.57
52197;15.23;10.71
52201;;
52203;12.64;
52205;11.72;
52211;11.11;7.65
52212;11.72;
52213;16.81;16.81
52214;;0.0
52231;;
52237;19.35;
52242;12.94;9.09
52244;4.82;
52246;8.68;4.17
52248;9.32;5.38
52249;16.85;
52250;22.54;15.43
52251;5.54;
52253;;
52265;6.43;4.06
52267;;
52269;12.7;7.69
52272;20.22;
52273;14.56;
52289;11.04;
52292;9.32;
52294;6.36;
52297;;
52298;19.7;
52301;;
52305;14.39;6.06
52306;15.25;
52308;12.0;
52312;;
52331;12.15;8.31
52332;11.37;8.65
52347;;
52348;15.36;10.54
52349;8.78;
52350;14.63;
52352;;
52353;11.56;6.46
52370;13.41;13.41
52371;16.09;
52378;;
52385;33.33;
52388;14.18;
52390;20.75;20.75
52392;;
52398;9.84;
52401;13.17;7.8
52405;14.94;9.69
52411;9.52;6.88
52414;10.26;
52421;7.84;7.84
52422;12.41;
52423;10.47;
52425;15.6;
52426;24.72;
52428;;
52432;11.19;8.56
52438;17.24;
52440;11.61;
52442;9.2;
52444;12.96;
52448;10.77;5.81
52449;5.44;
52453;;
52455;12.69;
52456;9.24;5.73
52457;;
52461;11.83;
52464;25.0;
52475;;
52479;12.42;7.88
52490;13.27;6.63
52492;6.01;
52500;5.19;
52504;13.43;
52511;;
52512;12.93;
52515;;0.0
52516;0.0;0.0
52522;11.59;
52524;24.12;14.71
52529;10.57;7.15
52534;4.66;1.84
52535;7.89;
52538;11.04;
52540;;
52546;;
52550;16.38;11.92
53001;3.26;
53003;9.79;6.37
53005;5.97;3.83
53007;3.96;1.94
53008;6.37;4.13
53009;7.46;
53010;6.5;
53013;14.04;10.32
53015;7.28;4.47
53016;11.63;7.27
53017;8.68;5.94
53018;6.76;4.39
53025;7.78;4.75
53029;10.17;6.21
53033;;
53034;1.98;1.12
53036;9.13;5.32
53039;6.74;3.85
53040;8.45;
53042;9.98;6.16
53046;;
53048;9.4;6.81
53051;11.52;7.58
53053;14.45;11.33
53054;3.65;1.53
53055;10.4;6.93
53056;4.67;
53057;16.26;
53061;7.93;
53062;7.52;4.22
53063;5.47;
53064;11.76;7.54
53066;7.82;5.21
53071;8.39;
53072;5.01;2.23
53073;7.88;
53074;6.35;3.44
53077;4.39;2.34
53078;;
53082;4.67;
53083;13.78;9.25
53084;8.21;4.42
53086;8.25;4.12
53088;9.49;6.4
53094;4.35;2.73
53096;10.7;6.03
53097;7.74;4.2
53100;10.08;6.85
53101;5.62;
53103;3.03;1.8
53104;4.44;
53107;9.83;5.28
53108;7.39;
53109;10.16;
53110;10.43;5.9
53111;7.23;
53113;12.22;7.78
53116;10.72;7.24
53119;2.14;1.1
53120;15.03;10.78
53121;13.58;9.09
53122;11.53;7.06
53123;9.14;6.1
53124;5.86;3.1
53125;13.56;9.31
53126;14.46;9.17
53127;11.68;8.2
53130;6.77;3.06
53132;17.24;
53133;14.9;11.73
53135;7.88;4.24
53136;4.01;
53137;3.73;1.82
53139;16.19;
53140;3.31;1.27
53144;8.44;5.28
53145;8.4;
53146;4.83;2.11
53147;9.14;5.22
53150;6.07;2.92
53151;8.54;
53152;8.84;5.46
53154;11.84;7.46
53155;7.66;5.67
53157;3.37;
53158;6.26;
53161;8.14;4.96
53163;6.27;
53164;15.16;10.97
53165;;
53168;6.58;3.01
53172;;
53175;4.36;2.27
53176;12.38;
53177;9.68;
53181;8.68;
53182;4.72;1.93
53185;14.45;10.13
53186;5.57;3.49
53188;9.6;6.3
53190;13.77;6.48
53193;8.37;4.18
53197;6.33;
53200;2.45;
53201;3.63;1.46
53202;11.79;
53203;7.52;
53204;16.14;11.23
53206;;
53208;10.24;
53209;6.88;
53210;8.5;5.76
53211;11.18;6.86
53212;6.67;
53213;9.19;
53218;9.98;
53219;6.28;3.69
53220;;
53223;18.41;13.36
53224;5.29;2.42
53226;8.67;4.61
53228;9.31;5.71
53229;4.25;2.74
53230;12.43;
53238;13.74;9.34
53243;3.98;2.57
53245;12.3;8.73
53246;10.92;7.31
53247;6.18;2.94
53249;12.67;8.4
53250;10.05;
53253;7.25;
53255;8.93;7.04
53257;14.69;7.91
53258;7.85;
53259;10.59;
53260;;
53262;4.56;
53265;7.78;4.95
53267;8.48;
53269;11.08;
53271;10.18;6.51
53273;5.49;2.32
53276;12.02;8.62
54009;;
54010;8.3;
54023;8.09;
54025;4.98;2.57
54028;12.11;7.61
54029;6.63;4.24
54032;;
54037;;
54038;8.5;
54039;16.41;12.02
54040;13.76;8.85
54041;;
54043;4.88;
54045;;0.0
54051;3.85;
54054;9.36;6.54
54060;6.16;3.3
54061;6.32;
54065;5.8;3.87
54067;7.42;
54074;;
54076;4.96;2.41
54077;19.2;13.77
54079;7.55;4.89
54080;7.83;4.7
54084;7.11;
54090;4.11;1.43
54095;;
54098;;
54099;9.37;5.39
54105;9.47;5.61
54108;15.0;
54111;5.05;2.79
54113;4.54;2.57
54115;5.98;2.8
54118;7.09;
54123;7.25;3.89
54129;18.25;13.33
54135;5.72;3.1
54136;8.16;4.49
54139;;
54149;4.96;3.0
54150;4.95;3.04
54152;5.18;2.76
54157;5.98;2.84
54159;5.92;3.42
54160;;
54165;8.1;
54167;5.29;2.88
54171;3.8;
54174;3.97;2.37
54176;7.23;
54182;11.96;
54184;6.38;2.85
54186;5.02;2.72
54189;8.99;
54195;;
