INSEE_C;DEP;n;p25;p50;p75;n_small;p50_small
38490;38;5;1795.18;1928.57;2981.82;2;3257.58
38494;38;1;1905.57;1905.57;1905.57;0;0
38495;38;4;874.52;1180.26;1441.22;1;1600
38496;38;1;1133.03;1133.03;1133.03;0;0
38499;38;2;1485.48;1794.49;2103.49;2;1794.49
38501;38;62;3158.01;3388.28;3626.28;17;3590.91
38503;38;43;2689.58;3333.33;3721.25;16;3608.71
38505;38;2;1819.62;1829.11;1838.61;0;0
38507;38;37;2535.21;3492.06;3817;10;3818.5
38509;38;174;1681.34;2037.78;2462.62;71;2444.44
38511;38;42;2607.98;3028.6;3351.21;10;3313.76
38514;38;2;1019.66;1120.95;1222.24;2;1120.95
38515;38;8;2188.96;2424.24;2840.77;3;2500
38516;38;191;2764.57;3334.85;3869.59;83;3272.73
38517;38;125;1459.02;1775;2267.12;54;1796.7
38519;38;15;3313.89;3391.67;3650.82;4;3606.18
38522;38;2;1371.88;1643.75;1915.63;2;1643.75
38524;38;91;3089.01;3472.22;3679.91;15;3678.57
38525;38;4;1996.03;2014.08;2072.71;0;0
38527;38;28;5149.07;5976.14;6855.74;10;5089.15
38528;38;1;3076.92;3076.92;3076.92;1;3076.92
38529;38;73;2892.86;3381.94;4003.62;37;3224.44
38530;38;36;2160.33;2923.73;3404.06;7;3512.82
38532;38;2;2957.48;3170.73;3383.98;0;0
38533;38;3;3645.72;3882.35;3891.18;0;0
38536;38;1;3917.81;3917.81;3917.81;0;0
38537;38;150;2426.29;2833.44;3282.01;62;3221.2
38538;38;77;3014.71;3272.97;3623.38;17;3341.67
38540;38;2;3216.87;3299.41;3381.95;0;0
38543;38;7;1407.65;1815.91;2829.93;2;1991.92
38544;38;918;1849.58;2275.11;2778.91;327;2482.05
38545;38;95;2831.21;3272.22;3695.61;19;3192.31
38547;38;190;2161.76;2588.56;3015.02;62;2756.23
38548;38;538;2972.75;3615.71;4328.98;394;3607.83
38550;38;4;4066.49;4497.5;4846.64;4;4497.5
38552;38;2;1302.63;1394.74;1486.84;2;1394.74
38553;38;118;1813.56;2121.64;2527.52;31;2703.7
38554;38;4;2223.63;2944.83;3368.29;2;3392.59
38556;38;2;1376.47;1422.3;1468.13;0;0
38557;38;20;3136.07;3864.11;4367.5;9;4240
38558;38;15;3912.91;4153.85;4300.29;3;4615.38
38559;38;70;1619.49;2050;2452.99;22;2109.79
38560;38;2;1474.45;1714.34;1954.23;0;0
38561;38;2;1175.14;1246.39;1317.64;1;1388.89
38562;38;190;1412.75;1818.18;2282.33;71;1857.14
38563;38;801;1846.77;2236.84;2813.95;264;2316.63
38565;38;158;2181.64;2777.44;3228.51;44;2663.88
38566;38;3;1954.53;2232.14;2262.39;0;0
38567;38;279;2500;2820.51;3179.91;244;2838.33
39001;39;1;1528.93;1528.93;1528.93;0;0
39006;39;3;749.06;749.07;766.69;0;0
39013;39;24;936.46;1119.92;1365.44;5;1104.9
39014;39;3;1012.17;1072.73;1151.75;1;1072.73
39016;39;3;1162.6;1166.67;2250;1;1166.67
39024;39;1;1779.41;1779.41;1779.41;0;0
39026;39;3;1414.85;1446;1558.07;2;1414.85
39030;39;2;987.5;1075;1162.5;0;0
39039;39;2;1045.59;1214.47;1383.34;0;0
39042;39;1;1470.59;1470.59;1470.59;0;0
39043;39;3;1028.72;1121.21;1289.77;2;1289.77
39047;39;18;1358;1740.98;2617.45;8;2598.54
39056;39;3;1268.7;1383.56;1558.59;1;1733.62
39059;39;53;2246.15;2746.48;2916.67;26;2778.41
39063;39;3;1502.5;1838.33;2238.61;2;1902.78
39068;39;1;476.19;476.19;476.19;1;476.19
39072;39;1;828.57;828.57;828.57;0;0
39078;39;5;1342.71;1458.33;1750;0;0
39083;39;1;2169.15;2169.15;2169.15;0;0
39088;39;1;1213.48;1213.48;1213.48;0;0
39097;39;172;1315.37;1567.76;1861.49;54;1674.24
39101;39;6;1517.07;1601.19;1885.12;3;1595.24
39102;39;4;1040.37;1074.83;1293.86;1;1063.64
39103;39;1;476.19;476.19;476.19;0;0
39104;39;1;2373.74;2373.74;2373.74;0;0
39120;39;1;529.41;529.41;529.41;0;0
39126;39;1;2285.71;2285.71;2285.71;1;2285.71
39128;39;5;437.5;862.5;1060.61;1;1187.5
39129;39;1;820.51;820.51;820.51;1;820.51
39146;39;2;1563.97;1756.26;1948.55;0;0
39150;39;4;1021;1116.11;1329.84;2;1014
39154;39;4;1389.16;1603.13;1766.6;2;1798.21
39163;39;1;975.61;975.61;975.61;1;975.61
39164;39;8;875.89;1136.06;1310.6;0;0
39171;39;2;1528.81;1630.73;1732.64;0;0
39173;39;7;525.55;543.48;885.55;4;878.88
39182;39;1;1526.32;1526.32;1526.32;0;0
39184;39;3;727.21;934.43;1004.63;0;0
39189;39;13;1216.95;1469.39;1868.42;5;1529.41
39190;39;1;1521.84;1521.84;1521.84;0;0
39198;39;604;1193.93;1540.45;1867.55;204;1540.83
39201;39;2;1146.63;1234.15;1321.66;0;0
39210;39;2;768.09;783.49;798.89;0;0
39216;39;4;931.3;984.22;1031.76;0;0
39219;39;7;1472.46;1795.45;1852.06;2;1953.29
39227;39;5;967.74;1295.95;1337.21;3;1295.95
39228;39;3;1456.25;1850;2635;1;3420
39233;39;17;1325;1538.46;1831.32;7;1652.17
39235;39;9;924.37;1091.25;1277.78;1;1826.19
39246;39;1;1576.27;1576.27;1576.27;0;0
39251;39;1;780.44;780.44;780.44;0;0
39263;39;1;1586.38;1586.38;1586.38;0;0
39267;39;1;1625.67;1625.67;1625.67;0;0
39269;39;2;1040.9;1125.52;1210.14;0;0
39271;39;9;926.47;1231.71;1282.05;5;1282.05
39274;39;4;2804.43;3119.62;3599.13;2;3448.27
39275;39;17;2173.91;2621.62;3536.56;13;2621.62
39282;39;1;1184.21;1184.21;1184.21;1;1184.21
39286;39;10;794.54;1160.27;1447.33;2;979.03
39289;39;1;645.16;645.16;645.16;0;0
39291;39;1;1385.33;1385.33;1385.33;0;0
39297;39;3;1584.01;1730.77;1854.4;0;0
39300;39;535;1189.5;1516.7;1900;156;1701.06
39304;39;7;790;800;985.26;0;0
39313;39;1;506.85;506.85;506.85;0;0
39325;39;1;1523.81;1523.81;1523.81;0;0
39327;39;3;1831.13;2051.72;2189.66;0;0
39331;39;1;2481.52;2481.52;2481.52;0;0
39333;39;13;927.84;1012.66;1383.72;0;0
39339;39;2;861.92;963.83;1065.75;0;0
39350;39;2;949.01;969.44;989.87;0;0
39354;39;1;1442.71;1442.71;1442.71;0;0
39362;39;56;1317.09;1573.22;1861.52;23;1562.5
39365;39;1;1669.5;1669.5;1669.5;0;0
39367;39;47;1013.92;1509.43;2094.66;16;1817.46
39368;39;191;996.73;1241.38;1500;60;1271.32
39370;39;2;1167.07;1188.3;1209.54;1;1145.83
39389;39;2;1737.34;1790.99;1844.65;0;0
39391;39;3;439.75;555.56;1492.06;0;0
39392;39;4;1066.67;1266.67;1512.96;1;1851.85
39396;39;7;868.6;984.62;1339.17;0;0
39397;39;7;661.29;1160;1751.32;3;1812.5
39402;39;1;1356.03;1356.03;1356.03;0;0
39405;39;2;1785.23;1835.77;1886.31;0;0
39411;39;24;1197.2;1328.87;1532.73;2;2826.76
39413;39;4;340.35;603.89;1171.03;1;857.14
39424;39;1;706.9;706.9;706.9;0;0
39434;39;30;1229.62;1518;1758.33;6;2036.36
39435;39;10;923.08;1033.28;1869.88;6;1806.87
39437;39;2;926.64;953.29;979.93;1;900
39439;39;1;1764.71;1764.71;1764.71;1;1764.71
39441;39;83;2466.86;3012.82;3333.33;63;3033.33
39446;39;2;1665.89;1772.08;1878.27;0;0
39452;39;5;969.07;1304.3;1686.57;0;0
39460;39;1;1887.64;1887.64;1887.64;0;0
39463;39;1;714.29;714.29;714.29;0;0
39470;39;283;2944.46;3371.43;3817.47;188;3370.5
39471;39;1;1193.18;1193.18;1193.18;0;0
39475;39;6;1083.59;1124.44;1199.74;1;1073.17
39478;39;243;593.32;783.33;991.87;59;696.97
39485;39;1;450;450;450;0;0
39487;39;22;1680.11;2440.75;2822.22;11;2829.63
39491;39;13;1027.14;1068.18;1369.57;6;1059.09
39500;39;59;682.97;858.33;1068.59;20;1178.14
39501;39;6;1206.03;1482.51;1611.69;0;0
39508;39;2;952.55;1062.4;1172.25;0;0
39510;39;5;1190.48;1500;1562.5;3;1190.48
39517;39;3;1068;1102.94;1136.58;0;0
39520;39;1;446.15;446.15;446.15;0;0
39522;39;1;511.63;511.63;511.63;1;511.63
39526;39;23;1369.07;1554.55;1830.57;4;1736.71
39534;39;1;1592.31;1592.31;1592.31;0;0
39547;39;1;772.73;772.73;772.73;0;0
39560;39;2;1115.7;1131.4;1147.09;1;1100
39567;39;2;1972.07;2088.67;2205.27;0;0
39573;39;12;1333.91;1568.1;1720.43;5;1696.43
40001;40;59;1312.02;1546.67;1791.86;31;1666.67
40002;40;2;1118.32;1175.57;1232.82;0;0
40004;40;18;3953.93;4350;5296.74;9;5000
40019;40;51;2787.74;3176.63;3405.18;48;3192.83
40021;40;3;2572.7;3024.19;3193.01;1;3361.82
40036;40;50;3660.98;3871.53;4084.01;25;3983.33
40043;40;20;2317.71;2517.93;2764.11;13;2600
40044;40;1;2991.31;2991.31;2991.31;0;0
40046;40;495;2622.94;3586.96;4664.8;235;4402.86
40055;40;2;1831.13;1926.97;2022.81;0;0
40056;40;2;1684.03;1712.88;1741.73;0;0
40059;40;1;3134.33;3134.33;3134.33;0;0
40061;40;1;1353.26;1353.26;1353.26;0;0
40063;40;2;2123.29;2123.29;2123.29;0;0
40065;40;460;5549.65;6590.8;7738.52;348;6831.3
40066;40;1;418.76;418.76;418.76;0;0
40068;40;11;671.05;921.05;1025.5;11;921.05
40069;40;1;990.91;990.91;990.91;0;0
40075;40;16;1925.82;2270.45;2371.67;4;2632.26
40077;40;1;2000;2000;2000;0;0
40088;40;1150;2142.86;2513.9;2902.25;787;2595.74
40097;40;17;2404.82;2464.29;2700;17;2464.29
40102;40;3;521.74;652.17;683.23;3;652.17
40104;40;2;2070.74;2130.49;2190.25;0;0
40117;40;8;1067.81;1275.11;1659.09;4;1681.82
40118;40;6;1021.71;1154.01;1597.35;1;1863.46
40119;40;15;1586.25;1723.48;1945.78;5;1960.78
40123;40;2;2329.4;2799.15;3268.91;0;0
40126;40;2;2098.7;2321.9;2545.09;2;2321.9
40132;40;1;1362.24;1362.24;1362.24;0;0
40133;40;146;3638.21;4145.54;4549.11;70;4263.87
40134;40;4;1801.14;1923.58;2098.66;1;2307.69
40150;40;44;3223.96;3789.09;4316.17;36;3914.04
40155;40;1;2571.43;2571.43;2571.43;0;0
40157;40;38;2519.44;3050.45;3415.63;27;2900
40159;40;7;1370.5;1432.84;1664.06;2;1751.05
40168;40;3;2348.59;2676.06;2711.27;0;0
40178;40;1;1380.28;1380.28;1380.28;0;0
40179;40;3;2136.19;2409.64;2454.82;0;0
40181;40;5;4020.74;4230.88;4463.77;1;4842.3
40184;40;215;3285.71;4307.69;4970.26;138;4527.86
40187;40;139;3852.48;4372.5;5090.61;134;4376.25
40192;40;561;1828.95;2106.38;2392.86;360;2194.34
40194;40;5;881.58;1436.27;1775.51;2;1987.76
40195;40;1;1192.31;1192.31;1192.31;0;0
40197;40;6;929.01;1199.74;1598.21;1;2844.44
40200;40;1;631.58;631.58;631.58;0;0
40201;40;1;4193.55;4193.55;4193.55;1;4193.55
40202;40;6;2107.3;2287.75;2460.37;1;2953.49
40206;40;3;1517.41;1766;1883;1;2000
40209;40;135;3490.06;4184.09;4515.63;96;4254.9
40210;40;2;3154.09;3170.26;3186.42;0;0
40211;40;2;1549.17;1743.89;1938.61;0;0
40212;40;1;1309.52;1309.52;1309.52;0;0
40213;40;2;2937.63;2966.17;2994.71;1;2909.09
40216;40;1;769.23;769.23;769.23;0;0
40217;40;56;1850.68;2645.29;3235.33;19;3331.82
40224;40;37;1400;1712.86;2111.11;10;2055.56
40227;40;2;1346.09;1364.06;1382.03;1;1400
40228;40;2;1456.34;1556.75;1657.16;1;1757.58
40229;40;2;2144.68;2386.78;2628.87;1;2870.97
40230;40;13;1916.67;2129.63;2291.67;12;2148.15
40233;40;2;1958.06;1966.75;1975.44;0;0
40235;40;2;1304.71;1387.2;1469.68;0;0
40240;40;3;1289.04;1357.14;1468.69;0;0
40243;40;9;1618.18;1736.84;2000;9;1736.84
40244;40;3;1203.3;1263.74;1281.87;0;0
40245;40;1;1164.58;1164.58;1164.58;1;1164.58
40248;40;5;3582.09;3804.35;3818.75;3;3818.75
40253;40;1;802.08;802.08;802.08;0;0
40256;40;1;1735.92;1735.92;1735.92;0;0
40261;40;7;2388.21;3275.53;3608.55;5;3467.09
40263;40;1;2272.73;2272.73;2272.73;0;0
40264;40;5;3000;3091.67;3200.63;1;3577.78
40266;40;38;3150.32;3604.17;5610.12;28;3534.98
40267;40;2;984.62;1147.32;1310.02;1;1472.73
40272;40;20;1962.12;2784.09;3116.44;8;2586.27
40273;40;63;3288.26;3877.05;4190.45;18;4045.25
40276;40;1;3333.33;3333.33;3333.33;0;0
40278;40;1;2782.2;2782.2;2782.2;0;0
40279;40;412;2335.38;2661.29;2959.77;276;2700
40280;40;38;1897.87;2037.04;2123.54;30;2039.77
40281;40;182;2002.72;2198.21;2436.49;123;2200
40282;40;40;1591;1806.26;2129.04;18;1867.02
40283;40;34;1891.15;2063.64;2291.15;34;2063.64
40284;40;175;2898.98;3403.51;3778.97;85;3718.75
40287;40;29;3285.71;3547.62;3877.55;10;3661.37
40288;40;1;1223.4;1223.4;1223.4;0;0
40291;40;3;4086.4;4187.5;4593.75;0;0
40294;40;2;2033.04;2092.4;2151.75;0;0
40296;40;289;4961.7;5658.82;6535.71;239;5681.82
40304;40;148;6743.7;8247.02;9258.95;92;8120.23
40310;40;186;3480.92;4160.71;5187.88;142;4422.65
40312;40;157;3390.63;4000;4447.37;74;4275.25
40313;40;19;1503.85;1550;1646.19;7;1611.11
40314;40;3;2550.93;2555.56;2617.52;2;2550.93
40317;40;27;3554.12;4416.67;4916.67;12;4642.06
40326;40;28;3466.38;3881.95;4596.84;20;4269.62
40328;40;172;4809.64;5551.65;6355.91;152;5698.01
40331;40;1;1546.67;1546.67;1546.67;0;0
41008;41;3;742.75;833.33;1336.06;3;833.33
41018;41;1285;1442.62;1857.14;2200;645;2022.73
41025;41;2;2338.05;2364.42;2390.78;0;0
41031;41;3;1388.97;1650;1819.62;1;1650
41047;41;67;1625.49;1805.56;1971.03;21;1945.95
41059;41;3;1681.25;1788.33;2501.67;1;3215
41067;41;2;1380.94;1471.55;1562.16;0;0
41068;41;1;1538.46;1538.46;1538.46;0;0
41101;41;1;1184.21;1184.21;1184.21;0;0
41104;41;4;1410.93;1715.1;2076.54;0;0
41106;41;1;842.11;842.11;842.11;0;0
41134;41;2;1482.5;1565;1647.5;2;1565
41135;41;1;1136.36;1136.36;1136.36;1;1136.36
41136;41;16;1147.64;1226.74;1352.01;4;1309.78
41143;41;1;1512.06;1512.06;1512.06;1;1512.06
41149;41;6;920.25;1155.67;1558.31;3;924.24
41150;41;1;983.61;983.61;983.61;0;0
41151;41;39;823.12;1296.3;1453.41;37;1223.74
41158;41;7;4523.81;4857.14;4857.14;7;4857.14
41159;41;1;303.03;303.03;303.03;0;0
41164;41;1;1891.89;1891.89;1891.89;1;1891.89
41180;41;1;1392.86;1392.86;1392.86;1;1392.86
41194;41;90;1039.83;1329.48;1694.08;55;1340
41198;41;5;1052.63;1160.71;1164.38;1;1052.63
41211;41;1;660;660;660;1;660
41212;41;5;1723.39;2112.5;2272.73;2;2405
41220;41;6;1128.96;1152.21;1193.57;0;0
41230;41;1;1118.42;1118.42;1118.42;0;0
41232;41;12;758.34;1064.84;1186.78;7;1060.98
41238;41;6;3244.44;3244.44;3269.44;6;3244.44
41241;41;1;800;800;800;1;800
41242;41;5;833.33;851.22;954.55;5;851.22
41269;41;265;1567.57;1800;2015.87;115;1857.14
41275;41;1;500;500;500;1;500
41276;41;11;1574.47;1744.68;2001.85;9;1808.51
41295;41;17;1907.54;2266.67;2408.16;13;2266.67
42003;42;2;673.32;953.38;1233.44;0;0
42005;42;221;1179.1;2239.04;2974.68;32;2203.8
42010;42;3;2145.87;2401.64;2471.31;0;0
42011;42;6;953.5;1430.26;1980.92;0;0
42015;42;1;369.23;369.23;369.23;0;0
42017;42;1;1432.73;1432.73;1432.73;1;1432.73
42019;42;26;786.43;1022.76;1386.74;7;1062.5
42020;42;4;1627.47;1759.01;1871.46;0;0
42022;42;22;2285.08;2362.74;2509.38;5;2367.92
42023;42;27;1071.03;1235;1527.42;3;1102.94
42026;42;2;1509.16;1526.94;1544.72;0;0
42029;42;1;806.45;806.45;806.45;0;0
42033;42;1;1147.54;1147.54;1147.54;0;0
42039;42;3;1614.29;1928.57;1987.36;2;1673.08
42042;42;1;2191.78;2191.78;2191.78;0;0
42043;42;1;3097.83;3097.83;3097.83;0;0
42044;42;127;818.18;991.67;1235.67;20;941.78
42046;42;4;1277.5;1376.14;1443.33;2;1206.14
42049;42;1;580;580;580;0;0
42052;42;64;938.96;1308.39;1524.68;16;1525.41
42053;42;1;480.77;480.77;480.77;0;0
42056;42;6;1547.73;1746.78;1876.22;3;1690.91
42059;42;35;1416.51;1733.67;1991.42;9;1734
42062;42;1;988.89;988.89;988.89;0;0
42063;42;1;583.11;583.11;583.11;1;583.11
42064;42;3;1342.47;2281.71;2356.3;0;0
42067;42;1;2192.31;2192.31;2192.31;0;0
42071;42;250;1033.07;1243.55;1490.52;59;1326.53
42075;42;1;2096.77;2096.77;2096.77;0;0
42076;42;1;666.67;666.67;666.67;0;0
42081;42;1;1680.15;1680.15;1680.15;0;0
42085;42;1;2250;2250;2250;0;0
42089;42;1;877.78;877.78;877.78;0;0
42092;42;43;2094.47;2715.52;3151.59;10;3151.59
42093;42;1;1285.71;1285.71;1285.71;0;0
42094;42;145;1355.26;1727.66;2173.91;39;1530.61
42095;42;358;783.45;1020.76;1233.75;66;1000
42096;42;1;1521.74;1521.74;1521.74;0;0
42097;42;62;1634.41;1941.17;2271.63;15;1293.33
42098;42;1;952.41;952.41;952.41;0;0
42099;42;45;1047.62;1204.02;1630.11;6;1081.4
42102;42;1;1204.82;1204.82;1204.82;0;0
42103;42;59;1364.93;1750;2152.78;6;1538.66
42109;42;1;487.8;487.8;487.8;0;0
42110;42;61;1202.53;1764.71;2461.54;9;1666.67
42115;42;5;1148.51;1260.26;1384.62;0;0
42122;42;3;2141.87;2164.18;2347.24;0;0
42123;42;73;1328.13;1770.49;2232.56;9;2157.69
42126;42;1;652.17;652.17;652.17;0;0
42127;42;12;1009.92;1098.01;1191.68;0;0
42129;42;1;2081.63;2081.63;2081.63;1;2081.63
42134;42;3;1474.12;1761.19;1822.9;0;0
42139;42;4;1139.89;1353.15;1659.86;0;0
42145;42;7;597.78;870.59;1215.55;1;870.59
42147;42;302;1474.4;1789.39;2149.17;88;1700.44
42149;42;87;1829.49;2085.11;2537.17;33;2452.83
42153;42;2;827.08;923.61;1020.14;0;0
42154;42;2;1249.58;1306.39;1363.19;1;1420
42156;42;1;1808.33;1808.33;1808.33;0;0
42163;42;3;494.46;501.12;845.56;0;0
42165;42;12;699.57;923.08;1594.3;1;2000
42167;42;2;1577.88;1920.05;2262.22;0;0
42168;42;35;1313.23;1718.66;1977.66;13;1739.13
42170;42;1;2010.42;2010.42;2010.42;0;0
42172;42;3;1389.66;1646.67;1812.1;2;1389.66
42175;42;2;1181.25;1362.5;1543.75;1;1725
42177;42;5;992.42;1042.36;1193.18;3;1193.18
42180;42;1;1150;1150;1150;0;0
42181;42;8;737.43;777.05;919.58;0;0
42182;42;10;1488.79;1928.48;2169.52;1;1866.67
42183;42;91;623.82;721.74;852.07;24;773.22
42184;42;225;1114.29;1338.24;1685.48;81;1425
42186;42;177;1055.56;1354.47;1756.76;41;1250
42187;42;1538;984.25;1218.47;1511.24;508;1212.41
42189;42;145;1500;1821.43;2148.57;25;1888.89
42191;42;5;1545.93;1586.78;1698.25;0;0
42193;42;1;754.72;754.72;754.72;1;754.72
42195;42;5;1207.79;1328.36;1339.62;1;1339.62
42197;42;2;2072.21;2117.58;2162.96;2;2117.58
42198;42;2;1265.94;1648.06;2030.19;0;0
42199;42;1;987.5;987.5;987.5;0;0
42204;42;22;850.05;943.95;1258.42;1;880
42206;42;3;1943.35;3097.22;3157.77;0;0
42207;42;659;1000;1250;1600.78;138;1262.08
42208;42;1;1882.02;1882.02;1882.02;0;0
42210;42;1;833.33;833.33;833.33;1;833.33
42211;42;11;1792.52;2067.57;2643.35;1;1739.13
42212;42;3;1009.85;1060.61;1114.42;0;0
42215;42;1;861.05;861.05;861.05;0;0
42218;42;7993;983.87;1228.81;1535.71;2830;1294.12
42220;42;1;428.57;428.57;428.57;0;0
42222;42;42;1909.34;2139.17;3046.88;11;2100
42223;42;88;1539.23;1834.76;2448.95;24;1808.91
42224;42;31;1125.56;1511.76;2040.99;16;1515.42
42225;42;10;1680.21;2069.36;2356.86;0;0
42227;42;1;1200;1200;1200;0;0
42230;42;7;965.75;1046.88;1266.88;1;1440
42231;42;1;722.22;722.22;722.22;1;722.22
42233;42;1;776.92;776.92;776.92;0;0
42234;42;24;1492.65;1678.75;2237.5;6;1614.39
42237;42;60;1334.08;1682.86;2273.8;11;1700
42240;42;2;570.28;784.03;997.78;0;0
42242;42;5;1634.62;1982.46;2111.54;0;0
42246;42;1;1144.58;1144.58;1144.58;0;0
42248;42;1;1323.08;1323.08;1323.08;1;1323.08
42249;42;1;632.91;632.91;632.91;0;0
42256;42;18;1775.38;1922.03;2070.43;5;1888.89
42259;42;16;1096.15;1976.75;2655.27;1;971.43
42262;42;2;646.99;918.98;1190.97;1;1462.96
42265;42;2;2072.92;2286.87;2500.82;1;2714.77
42266;42;1;1475;1475;1475;1;1475
42270;42;10;954.11;1860.38;2082.72;1;1085.11
42271;42;35;1124.68;1807.23;2268.31;4;3071.89
42272;42;20;1747.92;2043.26;2719.34;5;2083.33
42275;42;189;1950.52;2425.53;2875;49;2815.79
42279;42;127;1825.16;2223.68;2718.18;38;2500
42280;42;2;1516.49;1618.84;1721.18;1;1823.53
42283;42;1;2195.12;2195.12;2195.12;1;2195.12
42285;42;27;1516.07;1733.33;2177.57;6;1613.39
42289;42;3;1180.39;1214.03;1372.84;0;0
42293;42;2;873.38;924.85;976.31;0;0
42294;42;1;1260.5;1260.5;1260.5;0;0
42299;42;36;1983.27;2252.81;2504.73;9;2169.81
42301;42;3;1026.33;1037.04;1096.64;1;1037.04
42302;42;73;1824.32;2310.59;2600;19;2411.76
42304;42;30;1130.39;1406.59;1748.44;10;1527.16
42305;42;133;1733.33;2339.33;2839.29;23;2170.21
42306;42;2;1275;1350;1425;1;1200
42307;42;3;2985.53;3150;3273.72;0;0
42308;42;3;1049.66;1349.32;1486.3;0;0
42310;42;1;461.54;461.54;461.54;0;0
42311;42;2;1420.13;1484.71;1549.28;0;0
42316;42;87;1000;1188.24;1556.25;22;1288.05
42318;42;2;974.79;1126.05;1277.31;1;1428.57
42320;42;9;1017.14;1038.46;1523.08;0;0
42322;42;6;1150.49;1315.56;1671.88;0;0
42323;42;83;1578.4;2277.3;2623.74;19;1666.67
42327;42;3;1770.4;1785.71;2559.52;2;2559.52
42330;42;239;1024.37;1181.82;1432.78;18;1645.7
42331;42;1;1444.44;1444.44;1444.44;1;1444.44
42332;42;38;1121.98;1221.59;1449.34;19;1320.51
42334;42;2;1002.66;1010.32;1017.98;0;0
42335;42;2;1393.88;1544.07;1694.26;0;0
42338;42;2;1187.5;1212.21;1236.92;0;0
43002;43;9;1478.26;1560;1767.86;3;1767.86
43003;43;1;494.12;494.12;494.12;0;0
43012;43;43;1238.4;1534.66;2187.37;13;1666.67
43018;43;2;623.5;649;674.5;0;0
43020;43;11;1182.65;1473.68;2005.88;3;1000
43021;43;1;1175.81;1175.81;1175.81;0;0
43024;43;1;825;825;825;0;0
43025;43;2;1255.16;1438.88;1622.61;1;1071.43
43028;43;1;666.67;666.67;666.67;0;0
43038;43;1;678.57;678.57;678.57;0;0
43040;43;47;1006.67;1384.62;1665.74;22;1045.04
43041;43;77;1172.66;1431.82;1617.96;22;1473.75
43046;43;17;1325.61;1574.07;1948.05;4;1484.95
43051;43;54;941.94;1187.18;1391.91;29;1179.49
43056;43;1;545.45;545.45;545.45;1;545.45
43058;43;2;1750.04;2354.2;2958.35;1;3562.5
43077;43;1;527.78;527.78;527.78;1;527.78
43078;43;3;901.13;903.61;1162.92;0;0
43080;43;6;914.21;959.68;1048.39;1;1000
43084;43;1;852.27;852.27;852.27;0;0
43087;43;9;739.13;974.68;1042.86;3;830.19
43089;43;54;986.58;1410.37;1650.36;20;1410.85
43091;43;4;1456.69;1489.25;1705.56;3;1489.36
43099;43;2;1395.15;1560.91;1726.66;0;0
43108;43;1;2194.81;2194.81;2194.81;0;0
43112;43;11;709.55;813.56;1375.2;0;0
43113;43;1;1825.4;1825.4;1825.4;0;0
43115;43;1;2005.71;2005.71;2005.71;0;0
43119;43;1;830.75;830.75;830.75;0;0
43130;43;1;1500;1500;1500;0;0
43132;43;1;415.38;415.38;415.38;0;0
43135;43;4;1039.65;1151.16;1222.31;1;1156.86
43136;43;1;428.57;428.57;428.57;0;0
43137;43;64;1590.05;1933.33;2247.76;16;1976.28
43141;43;11;940.94;987.5;1071.84;1;960
43153;43;1;1290.66;1290.66;1290.66;0;0
43154;43;2;613.03;683.19;753.36;2;683.19
43157;43;868;1145.77;1473.17;1785.71;261;1498.18
43162;43;5;853.57;1574.07;1830.23;3;1574.07
43163;43;1;1175;1175;1175;1;1175
43177;43;34;1022.92;1197.61;1465.28;10;1254.55
43184;43;13;1923.08;2137.93;2341.18;5;2071.28
43185;43;2;619.09;692.73;766.36;1;545.45
43186;43;2;677.11;754.22;831.33;1;908.44
43190;43;2;1098.81;1164.29;1229.76;0;0
43194;43;1;2417.58;2417.58;2417.58;0;0
43200;43;6;1301.7;1420.51;1593.01;2;1338.01
43205;43;20;1300.13;1482.48;1761.67;2;1516.06
43211;43;10;706.5;800.99;1127.27;1;789.47
43212;43;2;527.03;554.05;581.08;1;500
43213;43;4;717.87;948.06;1165.79;3;1102
43216;43;1;476.74;476.74;476.74;0;0
43221;43;1;709.68;709.68;709.68;0;0
43224;43;19;823.02;1258.06;1411.48;6;897.27
43227;43;1;1220.33;1220.33;1220.33;0;0
43230;43;1;869.57;869.57;869.57;0;0
43231;43;1;588.24;588.24;588.24;0;0
43236;43;32;956.69;1063.66;1258.75;6;1055.5
43241;43;1;814.29;814.29;814.29;0;0
43244;43;10;678.21;937.58;1298.96;6;992.2
43249;43;1;1694.92;1694.92;1694.92;0;0
43251;43;96;1156.32;1433.98;1767.86;22;1599.43
43256;43;1;1256.92;1256.92;1256.92;0;0
43262;43;13;769.23;932.26;1025.64;13;932.26
43265;43;1;780;780;780;1;780
43268;43;30;1413.73;1896.71;2307.4;7;2027.78
44002;44;10;2529.88;2629.71;2750.45;3;2520.9
44003;44;78;2042.24;2423.96;3045.57;28;2745
44005;44;4;2097.29;2136.79;2343.83;2;2487.82
44006;44;1;2219.1;2219.1;2219.1;0;0
44009;44;31;3567.97;4000;4308.37;17;4148.94
44010;44;47;3883.82;4807.69;6058.91;39;5103.45
44012;44;43;4398.61;4913.79;5221.43;35;5000
44013;44;4;1840.86;2001.94;2238.98;1;2600
44014;44;1;3493.15;3493.15;3493.15;0;0
44015;44;46;1791.5;2066.86;2319.28;32;2092.5
44018;44;41;3059.7;3333.33;3658.54;24;3495.1
44020;44;175;2733.13;3281.25;3615.08;86;3357.84
44021;44;3;1996.82;2118.64;2195.69;1;2272.73
44022;44;1;2037.74;2037.74;2037.74;1;2037.74
