INSEE_C;DEP;n;p25;p50;p75;n_small;p50_small
44023;44;2;1858.4;2099.15;2339.9;1;2580.65
44026;44;226;2762.17;3499.14;3913.45;111;3557.69
44028;44;11;1757.58;2051.28;2365.01;2;2376.78
44029;44;1;3369.57;3369.57;3369.57;1;3369.57
44030;44;2;2476.17;2508.7;2541.24;1;2443.64
44032;44;1;2400;2400;2400;1;2400
44033;44;1;1458.33;1458.33;1458.33;0;0
44035;44;202;3307.96;3606.31;3837.37;101;3680.85
44036;44;97;1297.75;1666.67;1939.39;45;1800
44038;44;1;2640;2640;2640;0;0
44043;44;43;2698.87;3125;3581.12;28;3373.56
44045;44;2;2244.1;2459.03;2673.96;0;0
44047;44;299;2527.98;3127.66;3568.75;147;3333.33
44049;44;219;3716.9;4523.81;5238.1;142;4662.88
44050;44;1;2385.05;2385.05;2385.05;1;2385.05
44052;44;11;2166.67;2346.94;2660.26;10;2423.47
44055;44;1291;5391.48;6593.41;8107.12;777;6612.9
44056;44;1;2761.68;2761.68;2761.68;0;0
44061;44;2;2119.1;2162.74;2206.37;1;2250
44063;44;4;2529.17;2700.51;2903.14;3;2845.45
44064;44;5;2724.64;3072.2;3409.09;2;3240.65
44066;44;11;2717.86;3222.22;3740.86;8;3182.54
44067;44;3;1586.06;1764.71;1872.92;1;1981.13
44069;44;183;3264.27;3862.07;4705.28;118;4297.27
44070;44;3;3223.16;3377.36;3382.23;1;3377.36
44071;44;4;3529.54;3567.44;3612.7;2;3567.44
44072;44;3;2849.39;3125;3153.41;2;3153.41
44073;44;4;3061.69;3313.65;3499.7;2;3514.95
44074;44;59;2331.51;2986.11;3509.26;29;3289.47
44077;44;2;940.26;1166.23;1392.21;2;1166.23
44079;44;3;2156.16;2236.84;2569.96;2;2156.16
44081;44;1;2100;2100;2100;1;2100
44084;44;33;2112.75;3012.82;3232.56;15;3211.54
44087;44;32;1887.93;2234.3;2706.73;15;2222.22
44088;44;10;2185.5;2435.43;2630.1;5;2622.45
44094;44;14;2510.14;2744.97;2942.34;9;2621.62
44097;44;19;3835.09;4142.86;4750.23;11;4142.86
44098;44;6;1596.78;2086.14;2957.65;0;0
44101;44;24;3047.48;3273.33;3630.95;15;3292.68
44103;44;63;2264.29;2631.58;2808.42;40;2688.05
44106;44;23;2950.1;3178.45;3540.43;14;3475.91
44108;44;2;2497.1;2720.29;2943.48;1;3166.67
44109;44;12356;3024.25;3696.97;4390.53;6231;3852.83
44110;44;28;2039.14;2876.57;3483.7;17;2923.08
44113;44;12;1823.93;1961.11;2263.04;8;2118.31
44114;44;436;2264.32;2772.82;3594.42;133;3441.86
44115;44;1;2222.22;2222.22;2222.22;1;2222.22
44116;44;59;1349.43;2046.15;2430.95;26;2291.36
44117;44;10;2311.28;2594.79;2693.46;8;2669.59
44120;44;19;2523.76;2704.92;3091.66;7;3000
44125;44;14;3377.41;3794.91;4521.23;11;3888.89
44126;44;10;3666.07;4409.19;5053.66;8;4409.19
44128;44;1;1600;1600;1600;0;0
44129;44;80;1885.03;2496.15;2968.75;39;2700
44130;44;3;2848.18;3157.89;3209.38;3;3157.89
44131;44;214;4419.93;5044.09;5732.27;149;5046.51
44132;44;559;5020.01;6111.11;7456.09;367;6222.22
44133;44;13;2462.5;2761.19;2836.73;3;2836.73
44135;44;222;4269.44;5217.79;6190.22;150;5316.28
44136;44;19;3793.8;4418.6;5218.49;16;4562.31
44137;44;1;2083.33;2083.33;2083.33;0;0
44138;44;1;2626.67;2626.67;2626.67;0;0
44141;44;1;2000;2000;2000;0;0
44142;44;4;2497.52;2633.93;2868.3;2;2829.86
44143;44;1031;2318.07;2748.06;3297.08;335;3211.54
44144;44;3;1254.21;1304.35;1339.67;2;1254.21
44149;44;2;1566.43;1704.29;1842.14;1;1980
44151;44;20;3269.08;3580;4112.64;11;4102.56
44154;44;315;3489.45;4259.26;4838.8;200;4333.22
44158;44;20;2474.66;2985.15;3358.52;10;3041.43
44159;44;1;2844.93;2844.93;2844.93;0;0
44162;44;1544;2205.38;2660.05;3267.31;538;3213.89
44163;44;5;1206.9;1379.31;1511.63;0;0
44166;44;13;2510;2662.34;3081.4;6;3279.83
44169;44;16;2249.06;3094.02;3491.46;7;3148.15
44170;44;1;739.73;739.73;739.73;0;0
44172;44;237;2830.19;3480.52;3846.15;113;3586.96
44180;44;1;5000;5000;5000;0;0
44182;44;87;3280.79;4024.39;5000;64;4012.2
44184;44;1866;2450.4;2968.75;3508.77;946;3111.11
44185;44;16;2170.08;2316.39;2420.75;12;2330.13
44186;44;7;2572.03;2724.14;2855.54;2;3132.9
44187;44;6;2343.94;2538.23;3123.15;4;2946.3
44188;44;13;2586.75;2985.07;3188.41;5;2980.39
44189;44;2;2226.79;2417.86;2608.93;1;2800
44190;44;574;2936.38;3358.79;3852.41;269;3604.65
44194;44;82;3387.1;3779.1;4150.64;33;4062.5
44195;44;29;2250;2640;2936.17;10;2726.25
44198;44;88;2967.73;3286.49;3633.58;39;3457.45
44201;44;12;3182.54;3613.25;4038.69;4;3930.56
44203;44;2;2984.99;3147.4;3309.81;1;3472.22
44204;44;92;3184.55;3505.1;3678.91;54;3536.4
44209;44;32;2657.41;3441.86;3763.59;26;3435.22
44210;44;51;2524.51;2712.96;2919.44;36;2785.95
44211;44;122;3954.9;4933.69;5708.13;97;5000
44212;44;15;2574.14;2928.57;3320.36;7;2769.23
44213;44;4;1443.56;1728.73;2267.46;2;2325.2
44214;44;2;862.5;925;987.5;0;0
44215;44;205;3174.24;3641.98;4090.91;92;3902.67
44216;44;2;2294.41;2382.94;2471.47;0;0
44217;44;8;2942.65;3219.51;3567.7;1;3540
44220;44;3;1545.07;1690.14;2202.21;2;2057.14
44223;44;13;2657.14;2786.89;2863.64;10;2806.67
45004;45;32;1149.38;1503.57;1796.6;15;1760.87
45006;45;19;2818.42;3052.63;3303.95;19;3052.63
45008;45;9;1075.76;1422.5;1746.88;4;1623.45
45017;45;1;831.97;831.97;831.97;0;0
45028;45;112;1266.74;1488.31;1748.6;46;1538.78
45029;45;1;314.81;314.81;314.81;1;314.81
45031;45;2;1029.28;1080.12;1130.97;2;1080.12
45034;45;1;2761.54;2761.54;2761.54;0;0
45035;45;3;939.08;1028.17;1070.42;0;0
45040;45;6;868.63;892.16;892.16;6;892.16
45042;45;2;1658.47;1661.2;1663.93;0;0
45043;45;1;2071.93;2071.93;2071.93;0;0
45050;45;2;804.91;1088.99;1373.07;2;1088.99
45053;45;6;999.45;1054.95;1307.52;2;1500.02
45055;45;2;599.73;674.95;750.18;0;0
45061;45;5;1038.96;1194.44;1214.44;3;1194.44
45062;45;3;2469.94;2752.38;2873.31;2;2873.31
45068;45;43;1052.9;1206.52;1522.28;13;1515.15
45072;45;6;1653.6;1944.66;2080.99;0;0
45075;45;142;1589.18;1883.82;2247.39;37;2044.19
45082;45;74;1439.83;1734.72;2075.11;29;2061.82
45083;45;3;592.86;700;875;0;0
45085;45;4;859.34;1285.89;1714.03;1;1660.38
45089;45;23;1931.75;2157.89;2296.38;10;2268.76
45093;45;2;514.11;544.35;574.6;0;0
45095;45;2;969.23;1094.71;1220.2;0;0
45098;45;1;1975.31;1975.31;1975.31;0;0
45115;45;2;786.71;919.21;1051.71;0;0
45121;45;1;1043.21;1043.21;1043.21;0;0
45127;45;3;1536.07;1568.63;1770.8;2;1770.8
45142;45;15;1597.66;1860.47;2022.73;9;2022.73
45146;45;16;1783.29;2010.15;2356.46;12;2145
45147;45;330;1446.71;1827.17;2332.35;112;2333
45155;45;123;876.69;1027.78;1209.51;49;1176.47
45167;45;1;775.51;775.51;775.51;1;775.51
45169;45;33;1986.3;2373.33;2647.06;11;2792.86
45173;45;20;1635.42;1822.88;2250.34;13;1894.74
45179;45;3;1939.74;2318.18;2431.24;0;0
45187;45;2;961.12;1055.84;1150.56;2;1055.84
45191;45;86;1413.05;1615.16;1876.07;47;1724.14
45194;45;8;1900.21;2200.84;2274.46;5;2250
45202;45;1;979.8;979.8;979.8;0;0
45203;45;33;1595.74;1756.76;1885.71;19;1764.71
45208;45;443;1029.15;1340.43;1666.67;190;1509.86
45224;45;19;1205.88;1340.58;1462.69;4;1120.08
45232;45;532;2112.2;2603.28;3056.25;333;2833.33
45234;45;3988;2071.43;2614.24;3108.74;2015;2862.07
45235;45;14;2749.27;2866.07;3047.87;12;2895.24
45248;45;3;1268.12;1536.23;1618.99;0;0
45252;45;87;1092.53;1295.65;1629.57;35;1547.83
45253;45;1;1925.93;1925.93;1925.93;1;1925.93
45258;45;3;1187.05;1357.14;1808.2;2;1808.2
45269;45;6;1383.75;1501.01;1846.16;4;1384.17
45271;45;1;907.22;907.22;907.22;1;907.22
45272;45;6;1736.14;2118.11;2401.04;4;2118.11
45273;45;9;1630.43;1883.33;1949.15;1;2500
45274;45;16;2397.56;2606.34;2830.93;9;2692.31
45282;45;12;2440.75;2641.41;2776.19;5;2761.9
45284;45;453;1686.75;1966.67;2455.7;206;2171.64
45285;45;274;1305.53;1617.65;1964;101;1888.89
45286;45;203;1876.49;2250;2770.08;105;2588
45292;45;1;1741.38;1741.38;1741.38;0;0
45298;45;46;1821.43;2153.25;2451.48;34;2092.33
45300;45;1;1666.67;1666.67;1666.67;1;1666.67
45302;45;80;1708.39;1900.91;2249.36;30;2072.91
45308;45;3;2505.86;2682.93;2799.8;2;2799.8
45312;45;1;806.45;806.45;806.45;0;0
45315;45;24;871.87;1229.89;1456.76;9;1377.36
45324;45;3;1051.07;1572.73;1654.32;2;1654.32
45333;45;2;1934.58;2016.21;2097.85;1;2179.49
45335;45;3;1731.25;1775;1821.32;0;0
45338;45;18;1605.18;1717.74;2001.53;3;2002.04
46003;46;1;1340.91;1340.91;1340.91;1;1340.91
46012;46;1;923.08;923.08;923.08;0;0
46029;46;1;440;440;440;0;0
46038;46;1;1492.54;1492.54;1492.54;0;0
46042;46;514;1250;1508.17;1814.09;213;1500
46055;46;2;873.1;1046.2;1219.3;0;0
46088;46;1;923.91;923.91;923.91;0;0
46102;46;181;1355.93;1604.84;1909.72;74;1644.71
46127;46;51;980.22;1238.64;1418.18;21;1322.22
46128;46;24;1115.2;1241.83;1336.54;17;1259.26
46143;46;1;1168.22;1168.22;1168.22;0;0
46156;46;1;400;400;400;0;0
46160;46;1;379.75;379.75;379.75;0;0
46163;46;1;540.54;540.54;540.54;1;540.54
46173;46;1;1325;1325;1325;0;0
46182;46;1;827.27;827.27;827.27;0;0
46201;46;6;854.94;1240.34;1766.34;3;1936
46224;46;24;1572.6;1678.67;1916.38;17;1682.93
46231;46;3;986.48;1585.37;1778.69;1;1585.37
46251;46;14;969.92;1094.29;1263.7;4;862.21
46273;46;6;1616.04;1782.98;1914.37;4;1730.4
46304;46;1;4634.15;4634.15;4634.15;0;0
46309;46;47;1000;1333.33;1544.47;26;1457.96
46312;46;2;908.65;1105.77;1302.88;0;0
46318;46;1;466.67;466.67;466.67;0;0
46322;46;1;2671.64;2671.64;2671.64;0;0
47001;47;1181;1376.47;1690.48;1973.68;534;1788.06
47004;47;24;1004.76;1103.17;1168.65;9;1111.11
47015;47;1;1397.5;1397.5;1397.5;0;0
47021;47;1;443.33;443.33;443.33;0;0
47022;47;1;2175.44;2175.44;2175.44;0;0
47031;47;19;1733.33;1872.34;2004.3;11;1800
47032;47;23;1184.34;1719.3;1932.56;12;1874.18
47040;47;2;4068.44;4197.37;4326.31;0;0
47041;47;1;1368;1368;1368;0;0
47046;47;1;3960;3960;3960;1;3960
47048;47;1;1068.63;1068.63;1068.63;1;1068.63
47051;47;11;1506.31;1666.67;1921.17;6;1765.15
47052;47;53;1150;1392.86;1785.71;27;1357.14
47055;47;12;1283.29;1450.15;1705.07;11;1471.43
47057;47;1;368.69;368.69;368.69;0;0
47065;47;1;1260.89;1260.89;1260.89;1;1260.89
47068;47;1;588.24;588.24;588.24;0;0
47069;47;16;944.11;1095.59;1400;0;0
47078;47;13;1291.38;1333.33;1422.41;5;1364.86
47086;47;3;5451.56;5594.46;5600.07;3;5594.46
47088;47;22;1129.58;1183.11;1256.58;15;1173.91
47091;47;24;1732.43;1902.11;2006.1;23;1909.09
47100;47;7;1417.82;1605.88;1735.28;0;0
47101;47;1;2062.5;2062.5;2062.5;0;0
47106;47;10;681.56;774.41;890.24;3;853.66
47110;47;2;2684.3;4170.49;5656.67;0;0
47128;47;4;1602.04;1621.43;1654.41;3;1612.24
47135;47;1;617.02;617.02;617.02;0;0
47137;47;1;1561.74;1561.74;1561.74;0;0
47138;47;1;454.55;454.55;454.55;1;454.55
47145;47;33;1457.89;1607.14;1950;15;1913.33
47146;47;1;1353.33;1353.33;1353.33;0;0
47157;47;230;1104.29;1311.01;1534.88;138;1408.71
47168;47;23;603.89;1054.55;1146.97;16;1088.93
47175;47;26;738.28;832.26;880.36;25;838.71
47179;47;4;890.71;990.23;1075.09;2;1076.92
47190;47;1;1093.75;1093.75;1093.75;1;1093.75
47195;47;46;1181.82;1317.07;1487.8;25;1341.46
47201;47;59;1657.14;1886.36;2040.85;36;1932.58
47203;47;19;1225.91;1260.87;1375.28;9;1239.13
47206;47;1;1000;1000;1000;0;0
47209;47;16;1692.9;1813.53;1886.4;13;1853.66
47215;47;7;1391.64;1430.77;1504.44;6;1449.91
47217;47;1;857.14;857.14;857.14;0;0
47225;47;1;2185.29;2185.29;2185.29;0;0
47233;47;18;1378.84;1447.62;1500;13;1472.97
47252;47;2;603.57;685.71;767.86;0;0
47280;47;1;1500;1500;1500;1;1500
47310;47;72;826.27;986.11;1131.11;37;1050
47321;47;1;681.82;681.82;681.82;0;0
47323;47;253;942.5;1171.43;1351.85;141;1250
48009;48;1;932.2;932.2;932.2;0;0
48013;48;4;2203.33;2237.75;2249.29;0;0
48017;48;1;679.01;679.01;679.01;0;0
48021;48;1;1099.23;1099.23;1099.23;0;0
48027;48;12;779.49;1160.1;1387.64;9;1034.48
48034;48;6;1380.24;1712.72;2009.65;4;1470.16
48038;48;1;509.08;509.08;509.08;0;0
48039;48;2;1322.91;1531.28;1739.64;0;0
48043;48;2;599.36;621.79;644.23;2;621.79
48050;48;1;1137.25;1137.25;1137.25;1;1137.25
48051;48;3;1034.52;1122.81;1259.08;1;1395.35
48061;48;7;581.15;882.35;1392.95;2;1392.95
48075;48;5;1372.55;1471;1520;3;1471
48080;48;36;851.34;996.83;1331.9;13;976.74
48083;48;1;454.55;454.55;454.55;1;454.55
48086;48;2;926.87;1170.85;1414.84;2;1170.85
48090;48;4;476;540.02;591.84;1;588.24
48092;48;72;876.16;1114.06;1579.59;23;1071.43
48094;48;2;1078.85;1157.69;1236.54;0;0
48095;48;178;1600;1924.28;2267.71;71;1987.63
48096;48;1;844.44;844.44;844.44;0;0
48097;48;1;972.97;972.97;972.97;1;972.97
48099;48;4;760.55;805.95;855.65;0;0
48105;48;1;1583.33;1583.33;1583.33;0;0
48111;48;4;1264.66;1315.87;1393.81;1;1480
48116;48;2;663.19;826.39;989.58;2;826.39
48126;48;1;600;600;600;0;0
48131;48;3;1038.79;1222.87;1342.5;2;1342.5
48132;48;1;413.46;413.46;413.46;0;0
48140;48;9;1066.67;1416.67;1782.35;5;1131.09
48145;48;1;348.84;348.84;348.84;0;0
48146;48;7;1284.69;1630.3;1796.19;5;1666.67
48148;48;3;704.18;1090.91;1951.7;1;1090.91
48152;48;1;500;500;500;1;500
48155;48;1;1033.33;1033.33;1033.33;1;1033.33
48169;48;1;705.88;705.88;705.88;1;705.88
48171;48;2;1146.41;1277.61;1408.8;1;1015.22
48177;48;1;622.95;622.95;622.95;0;0
48188;48;2;952.06;1055.28;1158.5;1;848.84
48194;48;4;809.9;997.2;1116.45;1;968.75
48198;48;5;780;800;950.91;3;950.91
49007;49;4953;2564.1;3209.88;3857.14;2258;3529.41
49015;49;317;2557.14;2936.05;3333.33;119;3250
49018;49;7;893.05;1108;1517.84;6;1266.96
49020;49;12;2992.13;3261.37;3476.92;7;3328.89
49021;49;5;906.1;1000;1136.36;2;1500
49022;49;1;1896.55;1896.55;1896.55;0;0
49023;49;62;1306.76;1607.69;1953.24;39;1765.96
49027;49;2;1624.69;1702.63;1780.56;0;0
49035;49;11;2583.33;2829.55;3047.62;5;2829.55
49048;49;19;1513.13;1818.18;2012.76;18;1893.94
49050;49;13;2031.25;2180;2428.57;7;2391.3
49054;49;1;1228.07;1228.07;1228.07;0;0
49055;49;2;1543.8;1587.59;1631.39;0;0
49060;49;8;1307.69;1554.18;1980.11;6;1835.47
49063;49;40;1764.04;2185.42;2427.67;15;2368.42
49068;49;1;1211.69;1211.69;1211.69;0;0
49069;49;7;1456.71;1584.62;1902.01;2;1991.95
49080;49;4;1428.2;1449.03;1517.78;0;0
49086;49;3;1336.65;1395.51;1501.33;1;1277.78
49092;49;13;1100;1190.79;1719.3;3;1125
49099;49;790;1600;2000;2498.53;396;2306.54
49109;49;1;900;900;900;0;0
49120;49;1;1866.13;1866.13;1866.13;0;0
49125;49;3;868.57;1016.95;1106.04;1;1195.12
49129;49;7;3081.16;3375;3429.54;1;3414.63
49135;49;6;1955.39;2077.45;2262.98;1;2375
49160;49;2;1600;1700;1800;1;1900
49163;49;1;988.1;988.1;988.1;0;0
49167;49;4;2296.27;2636.52;2823.88;0;0
49176;49;2;1905.58;2190.78;2475.99;1;1620.37
49183;49;2;1987.96;2049.44;2110.93;0;0
49194;49;4;3056.45;3544.44;3780;3;3644.44
49200;49;2;1707.2;1783.97;1860.73;1;1937.5
49214;49;46;2187.5;2806.82;3117.84;23;2886.36
49215;49;4;561.4;697.37;921.3;1;1185.19
49218;49;3;1450.14;1592.59;1613.6;2;1613.6
49220;49;1;1200;1200;1200;0;0
49223;49;30;2448.09;2653.06;2865.33;8;2653.06
49228;49;5;416.67;416.67;476.19;2;416.67
49241;49;1;1400;1400;1400;0;0
49244;49;11;1286.05;1492.54;1638.43;1;2269.7
49246;49;100;2281.14;2726.19;3126.58;38;3119.79
49248;49;4;1154.89;1340.13;1515.82;1;1470.59
49259;49;1;1764.52;1764.52;1764.52;0;0
49261;49;3;768.17;791.67;799.06;1;744.68
49267;49;98;2198.35;2707.97;3036.59;39;2931.71
49278;49;24;2242.42;2457.77;2845.46;2;2635.07
49283;49;3;1239.77;1368.42;1715.46;0;0
49292;49;1;1118.18;1118.18;1118.18;1;1118.18
49298;49;2;2267.05;2534.09;2801.14;1;3068.18
49307;49;6;2107.68;2216.34;2381.03;3;2254.9
49308;49;1;2363.64;2363.64;2363.64;1;2363.64
49323;49;30;2133.06;2407.31;2783.96;9;2782
49328;49;623;1393.2;1637.93;1951.19;269;1666.67
49331;49;73;1111.11;1346.15;1711.11;33;1358.7
49332;49;1;1647.06;1647.06;1647.06;0;0
49333;49;5;1684.82;1757.58;1781.25;3;1757.58
49343;49;3;1705.09;2058.82;2239.94;1;1351.35
49345;49;1;714.29;714.29;714.29;1;714.29
49347;49;18;1849.44;1937.89;2307.6;9;1909.09
49353;49;101;1948.28;2267.57;2675;54;2359.17
49368;49;1;875.73;875.73;875.73;0;0
49373;49;1;1157.3;1157.3;1157.3;0;0
49377;49;1;1975.86;1975.86;1975.86;0;0
49378;49;4;1412.7;1487.4;1558.95;0;0
50002;50;50;1508.46;1649.47;1831.38;32;1681.81
50003;50;23;3534.47;4135.42;5033.9;8;4780.47
50008;50;1;3324.07;3324.07;3324.07;1;3324.07
50015;50;1;2215.91;2215.91;2215.91;0;0
50025;50;136;1622.85;1928.82;2342.9;45;2205.88
50030;50;13;2045.45;2403.51;3076.92;5;3590.91
50031;50;58;2188.89;2920.88;3577.21;41;3000
50041;50;3;1412.64;1627.91;2329.11;0;0
50066;50;25;3464.29;4167.19;5133.33;15;4351.85
50076;50;46;1668.12;1909.3;2539.47;37;1918.6
50082;50;1;2416.67;2416.67;2416.67;0;0
50099;50;68;1276.32;1587.96;2083.33;28;1708.33
50102;50;4;2688.18;3520.83;4064.06;2;3520.83
50117;50;1;2708.33;2708.33;2708.33;1;2708.33
50129;50;924;1760.34;2142.86;2527.09;486;2221.11
50147;50;123;1541.9;1766.67;2190.56;50;1982.01
50151;50;4;1886.4;2108.96;2350;4;2108.96
50165;50;70;2899.77;3681.25;4166.79;44;3839.02
50184;50;2;1561.52;1838.63;2115.74;0;0
50197;50;1;728;728;728;0;0
50200;50;1;1000;1000;1000;1;1000
50209;50;1;4382.81;4382.81;4382.81;0;0
50215;50;1;2441.18;2441.18;2441.18;1;2441.18
50218;50;538;2827.66;3625;4419.48;290;3897.37
50231;50;5;3084.85;3645.55;3821.43;4;3365.2
50236;50;6;1229.65;1511.36;1590.36;6;1511.36
50237;50;2;1518.42;1715.4;1912.39;1;1321.43
50260;50;2;647.07;677.48;707.89;1;738.3
50267;50;3;1024.8;1174.6;1420.63;1;1666.67
50272;50;2;2046.1;2066.88;2087.65;0;0
50332;50;1;1700;1700;1700;0;0
50341;50;2;1646.31;1855.11;2063.92;1;2272.73
50349;50;4;2199.93;2643.94;2999.05;3;2818.18
50359;50;19;504.69;578.95;655.97;8;630
50371;50;1;685.48;685.48;685.48;0;0
50391;50;6;1630.68;1648.86;1706.25;5;1647.73
50394;50;1;362.83;362.83;362.83;0;0
50400;50;1;1139.24;1139.24;1139.24;0;0
50403;50;1;2847.83;2847.83;2847.83;1;2847.83
50409;50;12;815.68;935.9;1165.25;4;878.21
50410;50;26;870.19;1040.16;1633.06;7;1675.68
50417;50;4;1804.73;1893.26;2071.31;0;0
50433;50;1;3128.57;3128.57;3128.57;0;0
50481;50;1;2137.93;2137.93;2137.93;1;2137.93
50484;50;19;810.15;1076.92;1294.87;9;989.58
50487;50;5;2930.23;3000;3070.97;4;3035.48
50490;50;3;4179.17;4916.67;5877.69;2;5877.69
50496;50;2;1437.58;1898.55;2359.53;1;2820.51
50502;50;407;1214.58;1480;1766.8;211;1482.76
50523;50;2;1642.05;1738.64;1835.23;2;1738.64
50532;50;70;3335;3930.56;4770.02;52;4004.55
50539;50;4;1507.15;1652.79;2058.2;2;2234.95
50541;50;1;3700;3700;3700;1;3700
50562;50;12;2839.63;3339.42;3854.9;9;3378.85
50565;50;9;1513.51;2297.87;2552.63;9;2297.87
50576;50;8;2175;3192.12;3664.77;7;3575.76
50582;50;1;1307.69;1307.69;1307.69;0;0
50592;50;1;1263.16;1263.16;1263.16;1;1263.16
50598;50;1;982.14;982.14;982.14;0;0
50601;50;1;1017.65;1017.65;1017.65;0;0
50615;50;39;1823.36;2151.9;2424.85;15;1851.85
50639;50;23;1413.52;1745.45;2070.35;9;1971.15
51002;51;3;1237.75;1558.82;1633.07;0;0
51025;51;1;1300;1300;1300;0;0
51028;51;3;3227.04;5227.27;5546.47;2;5546.47
51029;51;2;1030.88;1120.59;1210.29;2;1120.59
51030;51;32;1319.56;1522.88;1890.35;8;1603.81
51033;51;1;1123.7;1123.7;1123.7;0;0
51054;51;2;1166.62;1247.53;1328.43;0;0
51055;51;64;1780.81;2029.71;2300.66;16;2144.53
51058;51;96;2810.49;3255.1;3661.44;38;3627.71
51061;51;2;1875;1995.61;2116.23;0;0
51068;51;1;679.01;679.01;679.01;0;0
51074;51;3;825.45;1350.91;1603.29;2;825.45
51075;51;2;1018.41;1067.13;1115.84;0;0
51105;51;1;2473.68;2473.68;2473.68;0;0
51108;51;855;1203.3;1413.04;1682.32;363;1527.78
51136;51;2;929.64;1059.29;1188.93;0;0
51152;51;2;1301.35;1319.08;1336.81;0;0
51165;51;1;819.67;819.67;819.67;0;0
51171;51;1;2069.44;2069.44;2069.44;0;0
51172;51;68;2164.98;2534.51;2739.8;19;2734.69
51183;51;3;1622.3;1652.94;1939.63;2;1622.3
51196;51;1;1512.5;1512.5;1512.5;0;0
51202;51;5;1187.5;1792.5;1907.5;3;1907.5
51210;51;9;1667.14;1932.05;2045.45;2;1795.45
51217;51;4;1300.93;1425.88;1484.55;3;1440
51230;51;603;1460.26;1745.61;2032.36;288;1787.32
51242;51;18;960.44;1127.11;1297.95;1;2075
51248;51;2;745.38;760.6;775.82;0;0
51250;51;18;1004.9;1324.07;1438.17;9;1314.81
51262;51;6;1068.8;1129.53;1225.81;1;1081.63
51282;51;1;4083.33;4083.33;4083.33;1;4083.33
51287;51;3;2025.79;2107.14;4034.34;3;2107.14
51308;51;4;1816.95;2035.38;2256.47;2;1813.16
51329;51;2;1995.61;2273.91;2552.21;1;1717.31
51344;51;1;2384.62;2384.62;2384.62;0;0
51358;51;1;1113.21;1113.21;1113.21;1;1113.21
51362;51;2;984.18;1336.78;1689.38;0;0
51381;51;8;1106.98;1241.8;1452.25;8;1241.8
51384;51;2;796.98;822.15;847.32;0;0
51388;51;4;1061.18;1317.66;1435.58;2;1317.66
51391;51;6;1447.28;1465.85;1486.11;3;1471.7
51406;51;1;1653.85;1653.85;1653.85;0;0
51431;51;1;1710.53;1710.53;1710.53;0;0
51439;51;5;1851.85;1936.49;2014.29;2;2058.33
51440;51;3;1470.59;1666.67;1747.97;3;1666.67
51454;51;5678;2054.95;2604.17;3205.13;2607;2800
51457;51;1;2289.16;2289.16;2289.16;0;0
51461;51;3;1800.56;2551.13;2645.93;2;2645.93
51474;51;52;2372.9;2684.38;2833.5;15;2712.12
51476;51;2;1234.98;1371.84;1508.71;0;0
51492;51;1;1098.9;1098.9;1098.9;0;0
51493;51;3;1476.34;1477.27;2188.23;0;0
51506;51;46;877.89;1118.09;1525;7;1480
51507;51;19;697.84;843.37;913.46;9;857.14
51513;51;1;650;650;650;0;0
51525;51;1;1617.65;1617.65;1617.65;0;0
51527;51;1;1394.74;1394.74;1394.74;0;0
51531;51;3;684.41;1015.87;1025.58;0;0
51535;51;32;1132.39;1241.07;1347.41;23;1250
51536;51;32;2196.43;2268.45;2353.46;8;2389.43
51559;51;9;1041.67;1106.38;1187.5;9;1106.38
51562;51;13;1949.15;2500;2750;4;2625
51573;51;144;1853.21;2186.52;2759.79;29;2727.27
51576;51;1;1153.13;1153.13;1153.13;0;0
51585;51;1;1986.11;1986.11;1986.11;0;0
51614;51;1;1264.15;1264.15;1264.15;1;1264.15
51629;51;7;2234.31;2235.29;2620.59;5;2300
51643;51;2;1128.83;1245.72;1362.62;0;0
51649;51;126;750.81;1008.33;1162.89;41;1018.52
51660;51;7;1036.07;1095.89;1188.63;1;1280.49
51662;51;19;2067.06;2235.29;2448.43;6;2238.02
51663;51;25;1323.94;1453.13;1875.38;11;1537.04
52044;52;1;477.08;477.08;477.08;0;0
52045;52;8;610.39;634.08;659.74;0;0
52060;52;14;675;790.28;972.13;7;666.67
52093;52;4;524.77;594.59;643.58;0;0
52114;52;3;489.33;590.91;684.34;1;387.76
52119;52;1;732.58;732.58;732.58;0;0
52121;52;237;1022.73;1195.65;1403.51;58;1333.33
52125;52;2;1100.81;1148.29;1195.77;0;0
52182;52;2;1069.32;1201.14;1332.97;0;0
52194;52;2;496.14;633.79;771.44;2;633.79
52205;52;1;1022.99;1022.99;1022.99;0;0
52211;52;1;545.45;545.45;545.45;0;0
52228;52;1;639.1;639.1;639.1;0;0
52230;52;1;582.02;582.02;582.02;0;0
52250;52;13;535.21;565;691.78;0;0
52269;52;82;1090.28;1293.99;1466.39;24;1227.94
52332;52;2;695.79;881.77;1067.75;0;0
52353;52;15;855.1;927.08;1018.87;14;921.88
52448;52;241;841.89;1067.8;1271.19;50;1230.45
52449;52;1;1071.43;1071.43;1071.43;0;0
52469;52;1;833.33;833.33;833.33;0;0
52490;52;1;823.53;823.53;823.53;0;0
52550;52;1;983.15;983.15;983.15;0;0
53002;53;1;1000;1000;1000;0;0
53003;53;1;529.1;529.1;529.1;0;0
53011;53;1;1293.1;1293.1;1293.1;0;0
53022;53;1;744.79;744.79;744.79;0;0
53039;53;4;1465.59;1640.36;1726.17;3;1707.55
53048;53;2;837.92;1169.17;1500.43;0;0
